epoch,training_acc,training_loss
0,95.97,766.8
1,96.97,700.57
2,98.12,696.09
3,98.29,693.68
4,98.8,692.76
5,98.78,691.23
6,98.22,690.83
7,98.99,690.16
8,98.49,689.49
9,98.99,689.41
10,99.25,689.33
11,99.15,688.67
12,99.08,688.52
13,99.05,688.78
14,98.87,688.32
15,99.24,688.32
16,98.89,687.7
17,99.29,687.81
18,98.98,687.72
19,99.29,687.63
20,99.37,687.75
21,99.33,687.5
22,99.14,687.34
23,98.97,687.24
24,99.4,687.48
25,99.16,687.43
26,99.32,687.51
27,99.47,687.31
28,99.44,687.06
29,99.31,687.14
30,99.11,687.8
31,99.29,686.97
32,99.55,687.04
33,99.44,686.83
34,99.4,687.14
35,99.28,687.35
36,99.34,687.32
37,99.37,687.27
38,98.74,687.23
39,99.47,687.39
