epoch,training_acc,training_loss
0,95.43,772.7
1,97.0,700.93
2,98.09,695.87
3,98.44,693.77
4,98.25,692.31
5,98.85,691.57
6,98.57,690.85
7,98.98,690.25
8,98.79,689.57
9,98.68,689.21
10,99.08,689.38
11,99.16,689.01
12,99.18,688.36
13,99.3,688.85
14,99.16,688.11
15,99.04,688.01
16,99.07,687.77
17,99.28,687.97
18,99.23,687.57
19,99.29,688.22
20,99.23,687.72
21,99.25,687.5
22,99.36,687.39
23,99.19,687.44
24,99.19,687.6
25,99.3,687.54
26,99.35,687.05
27,99.21,687.05
28,98.98,687.16
29,99.37,687.23
30,99.18,687.2
31,99.36,686.97
32,99.46,687.06
33,99.4,686.9
34,98.96,687.21
35,98.99,686.9
36,99.33,687.15
37,99.16,686.95
38,99.4,687.34
39,99.21,687.0
