epoch,training_acc,training_loss
0,95.8,758.0
1,97.16,701.33
2,97.91,695.65
3,98.65,693.51
4,98.75,692.29
5,98.46,691.74
6,98.84,690.76
7,99.13,690.26
8,98.97,689.73
9,98.72,689.53
10,99.18,689.0
11,99.18,688.66
12,99.21,688.75
13,99.17,688.49
14,99.28,688.34
15,99.18,688.23
16,99.1,687.93
17,99.25,687.67
18,99.2,687.8
19,99.3,687.67
20,99.37,687.23
21,99.34,687.54
22,98.83,687.85
23,99.37,687.55
24,99.32,687.16
25,99.15,687.32
26,99.39,687.82
27,99.18,687.22
28,99.35,686.97
29,99.3,686.85
30,99.37,687.02
31,99.44,687.12
32,99.39,686.98
33,99.35,686.95
34,99.38,687.09
35,99.47,686.93
36,99.34,686.9
37,99.15,687.19
38,99.36,687.01
39,99.38,686.79
