epoch,training_acc,training_loss,L2
0,3.99,1794.32,858.0
1,4.21,1788.51,870.0
2,5.65,1784.52,882.0
3,6.31,1781.61,893.0
4,7.19,1778.38,904.0
5,7.78,1775.72,914.0
6,8.59,1773.2,923.0
7,8.79,1770.33,933.0
8,9.1,1768.48,942.0
9,9.95,1766.19,951.0
10,9.9,1764.39,959.0
11,9.52,1762.32,968.0
12,10.7,1760.8,976.0
13,11.64,1758.77,985.0
14,11.27,1756.54,994.0
15,12.0,1755.52,1002.0
16,11.68,1753.99,1010.0
17,12.68,1752.34,1018.0
18,12.33,1750.51,1026.0
19,12.63,1749.5,1034.0
20,12.81,1747.99,1042.0
21,12.98,1746.55,1051.0
22,13.27,1745.14,1059.0
23,13.77,1742.89,1067.0
24,13.42,1741.08,1075.0
25,13.67,1740.17,1083.0
26,13.44,1738.51,1091.0
27,14.1,1737.76,1099.0
28,13.87,1735.88,1107.0
29,13.93,1734.77,1115.0
30,14.15,1733.51,1123.0
31,14.47,1732.18,1131.0
32,14.2,1730.43,1139.0
33,14.17,1729.42,1146.0
34,14.3,1729.02,1154.0
35,14.72,1727.39,1161.0
36,14.56,1726.21,1169.0
37,14.6,1725.33,1176.0
38,14.93,1724.34,1184.0
39,14.76,1722.98,1191.0
40,15.27,1721.83,1199.0
41,14.83,1721.66,1206.0
42,14.95,1719.83,1213.0
43,15.05,1719.61,1220.0
44,14.73,1718.59,1227.0
45,14.9,1717.81,1234.0
46,15.21,1717.6,1241.0
47,15.05,1716.59,1248.0
48,15.08,1715.4,1254.0
49,15.16,1715.01,1261.0
50,15.54,1714.58,1268.0
51,15.67,1713.64,1274.0
52,15.34,1712.8,1281.0
53,15.28,1712.69,1287.0
54,15.14,1711.54,1294.0
55,15.31,1711.33,1300.0
56,15.59,1710.58,1307.0
57,15.51,1710.37,1312.0
58,15.73,1709.83,1319.0
59,15.73,1709.01,1325.0
60,15.35,1708.74,1331.0
61,15.56,1708.26,1337.0
62,15.22,1707.9,1343.0
63,15.52,1707.3,1349.0
64,15.86,1706.39,1355.0
65,15.95,1706.7,1362.0
66,14.71,1705.7,1367.0
67,15.71,1705.57,1374.0
68,15.51,1705.23,1379.0
69,15.76,1704.77,1385.0
70,16.06,1704.12,1390.0
71,15.91,1703.79,1396.0
72,15.5,1703.71,1403.0
73,15.76,1702.89,1408.0
74,15.98,1702.7,1414.0
75,15.8,1702.33,1420.0
76,16.0,1702.12,1425.0
77,15.6,1701.8,1431.0
78,15.91,1701.17,1436.0
79,15.69,1701.05,1442.0
80,15.72,1700.66,1447.0
81,16.04,1700.58,1453.0
82,15.87,1699.94,1458.0
83,15.88,1699.65,1463.0
84,15.75,1699.43,1469.0
85,15.52,1699.43,1474.0
86,16.22,1698.99,1479.0
87,16.16,1698.38,1484.0
88,16.03,1698.1,1489.0
89,15.37,1698.0,1494.0
90,15.82,1697.89,1500.0
91,15.84,1697.34,1505.0
92,15.95,1696.91,1510.0
93,16.22,1697.0,1515.0
94,15.4,1696.27,1520.0
95,15.73,1696.44,1525.0
96,15.94,1695.79,1530.0
97,16.43,1695.96,1535.0
98,15.87,1695.37,1541.0
99,15.89,1695.23,1545.0
