epoch,training_acc,training_loss,L2
0,4.19,1793.75,861.0
1,5.11,1787.27,872.0
2,6.39,1783.09,883.0
3,6.9,1780.42,892.0
4,7.86,1778.38,901.0
5,8.02,1776.1,910.0
6,8.14,1774.16,918.0
7,9.33,1771.79,927.0
8,9.14,1769.91,936.0
9,8.88,1768.05,945.0
10,9.8,1767.41,954.0
11,9.84,1765.24,962.0
12,10.48,1764.08,971.0
13,10.23,1762.24,979.0
14,10.67,1761.43,988.0
15,10.34,1759.81,996.0
16,11.35,1758.99,1004.0
17,11.69,1757.18,1013.0
18,11.28,1756.37,1021.0
19,12.11,1754.83,1029.0
20,11.86,1753.16,1037.0
21,12.12,1752.36,1046.0
22,12.69,1751.19,1054.0
23,12.66,1749.54,1062.0
24,12.82,1748.44,1070.0
25,12.98,1746.64,1078.0
26,12.84,1745.31,1087.0
27,13.64,1743.61,1095.0
28,13.43,1742.11,1103.0
29,13.34,1740.59,1111.0
30,13.76,1738.78,1119.0
31,13.63,1737.32,1127.0
32,13.74,1736.51,1135.0
33,13.48,1735.27,1143.0
34,14.4,1734.05,1151.0
35,14.32,1732.56,1158.0
36,14.18,1731.27,1166.0
37,14.37,1730.33,1173.0
38,14.42,1728.99,1181.0
39,14.28,1728.97,1188.0
40,13.34,1727.64,1196.0
41,14.3,1726.35,1203.0
42,13.84,1725.34,1211.0
43,14.66,1724.43,1218.0
44,14.88,1723.9,1225.0
45,14.66,1722.52,1232.0
46,14.28,1722.12,1239.0
47,14.78,1721.26,1246.0
48,14.99,1720.34,1253.0
49,15.0,1719.47,1259.0
50,14.87,1718.96,1266.0
51,15.14,1718.53,1273.0
52,15.3,1717.57,1280.0
53,15.34,1716.59,1287.0
54,15.03,1716.37,1293.0
55,15.11,1715.85,1300.0
56,15.34,1714.85,1306.0
57,15.07,1714.47,1312.0
58,14.89,1714.34,1319.0
59,15.29,1713.24,1325.0
60,15.07,1713.01,1331.0
61,15.13,1712.6,1337.0
62,15.33,1711.94,1344.0
63,15.21,1710.93,1350.0
64,15.64,1710.78,1356.0
65,15.86,1710.17,1362.0
66,15.3,1709.48,1368.0
67,15.72,1709.36,1375.0
68,15.48,1708.82,1381.0
69,15.76,1708.06,1386.0
70,15.47,1707.82,1392.0
71,15.62,1706.99,1398.0
72,15.8,1706.65,1404.0
73,15.69,1706.41,1410.0
74,15.72,1706.02,1415.0
75,15.79,1705.37,1421.0
76,14.93,1705.09,1427.0
77,15.86,1704.23,1433.0
78,15.95,1703.91,1439.0
79,15.62,1704.03,1444.0
80,15.59,1702.96,1450.0
81,16.25,1702.37,1455.0
82,16.1,1702.01,1461.0
83,16.09,1702.32,1467.0
84,16.07,1702.17,1472.0
85,16.02,1701.22,1477.0
86,15.76,1701.25,1483.0
87,15.7,1700.75,1488.0
88,15.17,1699.99,1494.0
89,15.56,1700.13,1499.0
90,15.82,1699.66,1504.0
91,15.92,1698.89,1510.0
92,16.45,1698.58,1515.0
93,15.46,1698.51,1520.0
94,15.68,1698.36,1526.0
95,16.24,1697.71,1531.0
96,16.24,1697.41,1536.0
97,16.14,1697.15,1541.0
98,16.28,1696.61,1546.0
99,16.33,1696.66,1551.0
