epoch,training_acc,training_loss,L2
0,2.68,1795.85,861.0
1,4.51,1792.36,879.0
2,6.09,1785.77,894.0
3,6.63,1780.26,905.0
4,7.28,1777.44,914.0
5,8.3,1775.0,922.0
6,8.84,1772.76,930.0
7,9.11,1771.54,938.0
8,9.14,1769.93,946.0
9,9.41,1769.05,954.0
10,8.85,1767.85,961.0
11,9.84,1766.48,968.0
12,10.04,1765.49,976.0
13,9.84,1763.82,984.0
14,10.29,1762.64,992.0
15,10.52,1760.81,999.0
16,10.62,1759.86,1008.0
17,11.24,1758.36,1016.0
18,11.65,1757.46,1024.0
19,12.1,1755.76,1032.0
20,12.18,1754.13,1040.0
21,12.86,1753.43,1048.0
22,12.74,1751.62,1056.0
23,12.48,1750.44,1065.0
24,12.96,1749.7,1073.0
25,13.41,1748.37,1081.0
26,13.41,1747.6,1089.0
27,13.91,1745.84,1097.0
28,14.1,1744.91,1105.0
29,14.11,1743.65,1114.0
30,13.76,1742.1,1122.0
31,14.78,1741.65,1131.0
32,14.78,1739.99,1138.0
33,14.42,1739.42,1147.0
34,14.52,1738.1,1155.0
35,14.99,1736.94,1163.0
36,14.73,1735.36,1171.0
37,14.85,1734.58,1179.0
38,15.15,1733.07,1188.0
39,15.24,1732.28,1196.0
40,15.42,1731.56,1204.0
41,15.7,1729.87,1212.0
42,15.7,1729.73,1221.0
43,15.44,1728.1,1229.0
44,16.0,1727.27,1237.0
45,16.06,1726.28,1245.0
46,15.89,1725.47,1253.0
47,16.2,1724.34,1261.0
48,16.17,1723.31,1268.0
49,16.55,1722.69,1276.0
50,15.34,1721.39,1284.0
51,16.13,1720.78,1292.0
52,15.87,1719.99,1299.0
53,16.92,1718.97,1307.0
54,16.3,1718.16,1315.0
55,16.49,1717.62,1322.0
56,16.74,1716.83,1329.0
57,16.29,1716.1,1337.0
58,16.99,1715.34,1345.0
59,17.14,1714.24,1352.0
60,16.87,1713.44,1360.0
61,17.36,1712.99,1366.0
62,16.74,1712.16,1374.0
63,17.41,1710.81,1381.0
64,17.25,1710.0,1389.0
65,17.28,1709.16,1396.0
66,17.53,1708.62,1403.0
67,17.3,1707.76,1410.0
68,17.57,1707.11,1417.0
69,17.67,1706.62,1424.0
70,17.54,1706.09,1431.0
71,17.3,1705.24,1438.0
72,17.56,1704.73,1444.0
73,17.09,1704.38,1451.0
74,17.73,1703.49,1458.0
75,17.65,1702.8,1464.0
76,18.0,1702.04,1471.0
77,17.75,1701.02,1477.0
78,17.93,1700.35,1484.0
79,17.88,1700.06,1491.0
80,17.72,1699.48,1497.0
81,18.21,1699.15,1504.0
82,17.14,1698.42,1511.0
83,18.26,1697.7,1517.0
84,18.24,1697.09,1523.0
85,18.27,1696.55,1530.0
86,18.78,1696.39,1536.0
87,18.61,1695.62,1542.0
88,18.38,1695.34,1548.0
89,17.85,1694.99,1555.0
90,18.69,1694.56,1561.0
91,18.14,1693.86,1567.0
92,18.61,1694.15,1573.0
93,18.65,1693.52,1579.0
94,18.75,1693.1,1585.0
95,18.55,1692.89,1591.0
96,18.95,1692.49,1597.0
97,17.84,1692.22,1603.0
98,18.37,1691.56,1609.0
99,18.59,1691.6,1615.0
