epoch,training_acc,training_loss,L2
0,3.4,1793.87,861.0
1,5.14,1788.4,871.0
2,5.96,1785.37,882.0
3,6.68,1782.3,892.0
4,6.11,1780.05,902.0
5,7.11,1778.28,911.0
6,7.27,1776.61,921.0
7,7.2,1775.42,931.0
8,7.52,1774.25,939.0
9,8.12,1773.0,949.0
10,8.22,1771.89,958.0
11,8.53,1770.8,966.0
12,8.24,1769.53,974.0
13,8.15,1768.67,983.0
14,8.57,1767.85,991.0
15,9.03,1766.6,999.0
16,8.69,1765.8,1007.0
17,9.3,1764.59,1015.0
18,9.19,1763.46,1023.0
19,9.51,1762.67,1032.0
20,9.47,1761.9,1039.0
21,10.11,1761.03,1047.0
22,9.83,1759.9,1054.0
23,9.93,1758.61,1062.0
24,9.56,1758.06,1070.0
25,9.83,1757.11,1077.0
26,10.14,1756.1,1085.0
27,10.48,1754.6,1093.0
28,10.32,1753.87,1100.0
29,10.36,1753.26,1107.0
30,11.13,1752.09,1115.0
31,10.8,1751.16,1122.0
32,10.72,1750.61,1130.0
33,10.61,1749.8,1137.0
34,11.06,1749.71,1144.0
35,11.04,1748.61,1151.0
36,10.89,1747.81,1158.0
37,11.24,1746.46,1165.0
38,11.25,1746.28,1172.0
39,11.1,1745.16,1179.0
40,11.31,1744.36,1186.0
41,11.06,1743.77,1193.0
42,11.39,1743.13,1200.0
43,11.12,1742.12,1206.0
44,11.39,1741.67,1213.0
45,11.58,1741.05,1220.0
46,11.34,1740.08,1227.0
47,10.55,1739.85,1233.0
48,11.74,1739.54,1240.0
49,11.52,1738.78,1247.0
50,11.62,1737.88,1254.0
51,11.62,1736.97,1260.0
52,11.45,1737.03,1267.0
53,11.31,1735.83,1273.0
54,11.52,1735.86,1279.0
55,11.88,1735.33,1285.0
56,11.67,1734.85,1291.0
57,11.41,1734.18,1298.0
58,11.98,1733.55,1304.0
59,11.9,1733.15,1310.0
60,11.85,1732.83,1316.0
61,11.72,1732.29,1322.0
62,12.03,1731.63,1328.0
63,11.79,1731.0,1334.0
64,11.99,1730.59,1340.0
65,11.93,1730.42,1346.0
66,11.7,1729.95,1353.0
67,12.24,1729.45,1359.0
68,12.14,1728.8,1364.0
69,12.17,1728.88,1370.0
70,12.2,1728.43,1375.0
71,12.13,1728.0,1381.0
72,12.23,1727.77,1387.0
73,12.06,1727.34,1393.0
74,12.18,1727.11,1398.0
75,12.08,1726.76,1404.0
76,12.13,1726.25,1409.0
77,12.03,1725.86,1415.0
78,11.96,1725.9,1421.0
79,12.03,1725.7,1426.0
80,12.16,1724.92,1431.0
81,12.18,1724.81,1436.0
82,12.23,1724.59,1442.0
83,12.28,1724.11,1447.0
84,12.32,1723.9,1453.0
85,12.42,1724.12,1458.0
86,12.6,1723.89,1463.0
87,12.43,1723.39,1468.0
88,12.3,1723.11,1473.0
89,12.38,1722.87,1478.0
90,12.29,1722.96,1483.0
91,12.25,1722.4,1488.0
92,12.39,1722.19,1493.0
93,12.44,1722.01,1499.0
94,12.39,1721.73,1504.0
95,12.32,1721.71,1509.0
96,12.05,1721.2,1513.0
97,12.12,1720.72,1518.0
98,12.13,1720.75,1523.0
99,12.54,1720.65,1528.0
