epoch,training_acc,training_loss,L2
0,4.22,1794.24,865.0
1,5.67,1785.48,879.0
2,6.59,1782.31,886.0
3,7.9,1778.4,894.0
4,8.01,1775.72,900.0
5,8.05,1773.84,908.0
6,8.71,1771.39,916.0
7,8.98,1769.82,924.0
8,9.75,1768.09,931.0
9,10.04,1766.57,938.0
10,10.2,1765.36,945.0
11,10.74,1764.09,953.0
12,10.05,1762.56,960.0
13,10.85,1761.27,968.0
14,10.22,1760.22,975.0
15,11.08,1758.64,982.0
16,11.71,1756.84,989.0
17,12.2,1755.79,997.0
18,11.68,1754.28,1004.0
19,12.29,1752.89,1012.0
20,12.73,1752.34,1020.0
21,12.66,1750.58,1027.0
22,12.92,1749.08,1035.0
23,13.38,1748.28,1042.0
24,13.0,1746.86,1049.0
25,13.43,1745.61,1057.0
26,13.51,1744.41,1064.0
27,13.61,1742.99,1072.0
28,13.85,1741.85,1079.0
29,14.39,1740.58,1087.0
30,14.09,1738.98,1095.0
31,14.13,1738.48,1102.0
32,14.17,1737.39,1110.0
33,14.76,1735.45,1118.0
34,14.41,1734.22,1125.0
35,14.55,1733.36,1133.0
36,14.97,1731.9,1140.0
37,14.87,1730.78,1148.0
38,14.85,1729.08,1156.0
39,15.17,1728.1,1163.0
40,15.19,1726.86,1171.0
41,15.29,1725.97,1178.0
42,15.78,1725.05,1185.0
43,15.46,1723.77,1192.0
44,14.62,1722.54,1200.0
45,16.28,1722.14,1207.0
46,15.94,1720.46,1214.0
47,15.74,1719.25,1221.0
48,16.1,1718.91,1228.0
49,15.34,1717.58,1235.0
50,16.07,1716.78,1242.0
51,16.02,1715.5,1249.0
52,16.31,1714.4,1256.0
53,15.87,1713.62,1263.0
54,16.36,1713.13,1270.0
55,16.73,1711.98,1276.0
56,16.42,1711.55,1283.0
57,16.87,1710.96,1289.0
58,16.19,1710.22,1296.0
59,16.49,1708.87,1302.0
60,16.89,1708.26,1309.0
61,16.79,1707.49,1315.0
62,16.96,1707.5,1322.0
63,16.92,1707.09,1328.0
64,17.01,1705.74,1335.0
65,16.37,1705.22,1340.0
66,16.87,1705.08,1347.0
67,16.85,1703.73,1353.0
68,16.89,1703.97,1359.0
69,16.91,1703.07,1366.0
70,16.84,1702.74,1371.0
71,16.99,1702.59,1377.0
72,16.86,1701.62,1383.0
73,16.91,1701.3,1390.0
74,17.11,1700.73,1395.0
75,16.8,1700.51,1401.0
76,17.0,1700.08,1407.0
77,17.39,1699.68,1413.0
78,16.79,1699.32,1418.0
79,16.8,1698.78,1424.0
80,17.2,1698.31,1430.0
81,17.18,1697.85,1435.0
82,17.21,1697.45,1440.0
83,17.23,1697.07,1446.0
84,17.3,1696.59,1452.0
85,17.41,1695.92,1457.0
86,16.9,1695.8,1463.0
87,17.46,1695.25,1468.0
88,17.5,1695.17,1474.0
89,16.98,1694.8,1479.0
90,16.99,1694.26,1485.0
91,17.39,1694.23,1491.0
92,17.54,1693.39,1496.0
93,17.24,1693.17,1501.0
94,17.57,1692.51,1506.0
95,17.72,1692.01,1511.0
96,17.41,1692.21,1517.0
97,17.44,1691.55,1521.0
98,17.39,1691.31,1527.0
99,17.31,1691.12,1532.0
