epoch,training_acc,training_loss
0,39.55,840.02
1,42.84,798.84
2,48.91,780.06
3,51.13,765.06
4,54.19,753.4
5,52.44,743.38
6,56.12,733.91
7,59.45,725.55
8,58.6,717.74
9,61.86,710.51
10,60.96,702.27
11,61.87,696.13
12,64.31,689.84
13,64.82,683.72
14,65.27,677.96
15,66.35,671.87
16,67.82,666.16
17,67.92,660.9
18,67.14,655.39
19,67.2,650.33
20,68.83,646.37
21,65.48,642.44
22,68.9,638.18
23,68.76,634.75
24,69.61,631.23
25,69.38,628.18
26,69.4,625.75
27,69.44,623.56
28,69.26,620.75
29,69.66,618.92
30,69.75,617.4
31,69.81,615.79
32,70.25,614.61
33,69.74,612.84
34,70.85,612.66
35,69.67,611.54
36,70.98,610.33
37,68.9,609.09
38,70.88,608.41
39,70.51,607.98
