epoch,training_acc,training_loss
0,39.46,834.6
1,42.92,794.05
2,45.6,776.35
3,50.71,762.81
4,54.43,752.34
5,54.93,742.89
6,56.41,734.59
7,58.09,725.92
8,58.7,719.3
9,59.42,710.82
10,60.69,702.96
11,62.22,695.69
12,64.27,688.99
13,62.25,682.09
14,65.79,675.99
15,64.47,670.04
16,66.7,664.26
17,65.84,658.7
18,66.41,652.94
19,67.39,648.69
20,67.13,643.81
21,67.39,639.78
22,67.36,635.71
23,68.51,632.9
24,68.73,629.97
25,69.42,627.47
26,69.39,625.29
27,69.33,623.24
28,69.38,620.53
29,69.73,619.21
30,69.07,617.53
31,69.99,615.86
32,68.2,614.73
33,69.98,613.68
34,69.89,612.62
35,70.52,611.0
36,69.97,609.85
37,71.25,609.38
38,69.32,608.38
39,69.67,607.49
