epoch,training_acc,training_loss
0,33.18,842.48
1,42.01,799.85
2,48.57,780.21
3,50.82,765.67
4,53.49,754.3
5,51.19,744.53
6,57.37,735.68
7,58.68,726.07
8,58.2,718.32
9,59.41,711.11
10,60.74,704.0
11,60.6,697.22
12,63.13,691.14
13,64.3,684.83
14,64.91,679.11
15,65.46,674.16
16,64.4,668.31
17,66.68,663.51
18,65.96,658.31
19,66.17,653.55
20,67.19,649.17
21,68.63,644.58
22,67.61,641.17
23,68.29,637.01
24,68.4,634.3
25,68.32,630.85
26,69.22,627.96
27,69.38,625.35
28,69.21,623.74
29,69.61,621.31
30,69.57,620.17
31,68.43,617.68
32,69.5,616.59
33,69.65,614.94
34,70.27,613.72
35,69.34,612.62
36,69.32,612.11
37,69.69,610.45
38,69.48,609.62
39,70.1,608.65
