epoch,training_acc,training_loss
0,38.46,832.05
1,44.82,793.98
2,49.34,778.22
3,51.37,765.55
4,53.25,753.88
5,56.42,743.54
6,56.12,734.24
7,60.13,725.34
8,59.84,717.64
9,62.58,710.76
10,61.85,703.59
11,63.15,698.01
12,64.96,691.88
13,65.81,686.11
14,66.52,680.29
15,66.55,675.15
16,68.09,670.75
17,68.49,665.67
18,68.28,660.97
19,68.86,656.09
20,69.49,652.29
21,68.55,647.4
22,70.87,644.39
23,69.5,640.02
24,69.78,636.99
25,70.36,633.38
26,69.7,630.34
27,70.71,627.83
28,70.24,624.93
29,70.85,622.65
30,70.76,620.46
31,68.28,618.56
32,71.89,617.3
33,71.19,614.78
34,71.13,614.44
35,71.46,612.17
36,71.78,611.76
37,72.15,610.76
38,71.15,609.83
39,71.91,608.49
