epoch,training_acc,training_loss,L2
0,38.33,846.53,856.0
1,44.13,804.9,897.0
2,46.41,787.24,930.0
3,48.77,772.69,966.0
4,52.08,758.08,998.0
5,54.5,748.87,1029.0
6,55.02,739.98,1058.0
7,57.79,731.14,1086.0
8,58.39,724.08,1115.0
9,60.03,716.68,1144.0
10,60.45,709.35,1174.0
11,61.75,703.14,1204.0
12,62.78,697.11,1233.0
13,64.66,690.8,1263.0
14,63.52,684.19,1292.0
15,64.13,678.94,1323.0
16,66.36,671.91,1351.0
17,67.08,667.64,1381.0
18,66.8,662.38,1409.0
19,67.23,657.98,1437.0
20,67.64,653.13,1465.0
21,68.13,648.92,1491.0
22,68.3,645.21,1517.0
23,67.24,641.3,1542.0
24,67.33,638.21,1568.0
25,68.77,634.48,1592.0
26,68.49,632.05,1615.0
27,69.21,629.45,1638.0
28,69.49,627.41,1660.0
29,68.51,625.88,1683.0
30,68.55,624.13,1705.0
31,69.08,621.97,1725.0
32,69.45,620.13,1745.0
33,68.83,619.78,1767.0
34,69.47,618.21,1788.0
35,68.68,615.65,1806.0
36,69.91,616.12,1827.0
37,70.15,614.84,1847.0
38,70.01,613.64,1867.0
39,69.98,612.86,1887.0
40,69.75,612.09,1907.0
41,70.45,611.19,1926.0
42,69.77,611.64,1948.0
43,69.83,610.06,1967.0
44,70.2,609.36,1985.0
45,69.56,609.2,2005.0
46,70.67,608.08,2023.0
47,70.11,607.31,2040.0
48,69.69,606.97,2059.0
49,70.37,606.45,2076.0
50,70.39,606.22,2096.0
51,70.04,605.9,2115.0
52,70.3,606.5,2138.0
53,69.75,604.5,2153.0
54,70.37,604.31,2169.0
55,69.97,604.6,2189.0
56,69.74,604.16,2207.0
57,70.08,603.81,2226.0
58,70.71,603.25,2244.0
59,70.43,603.09,2262.0
60,70.87,602.51,2280.0
61,70.54,601.94,2297.0
62,70.13,601.76,2313.0
63,70.11,601.84,2332.0
64,70.46,601.46,2349.0
65,69.61,601.42,2368.0
66,70.95,601.57,2388.0
67,69.95,600.94,2405.0
68,71.0,600.57,2422.0
69,71.07,600.19,2438.0
70,70.2,599.78,2455.0
71,71.1,599.95,2472.0
72,69.69,599.96,2490.0
73,71.12,599.02,2505.0
74,71.01,598.96,2521.0
75,70.82,599.77,2540.0
76,70.88,598.46,2557.0
77,70.86,598.11,2572.0
78,71.16,598.3,2589.0
79,70.63,598.37,2607.0
80,70.64,597.54,2624.0
81,71.32,597.57,2640.0
82,70.63,597.27,2656.0
83,70.87,597.53,2675.0
84,71.06,597.4,2693.0
85,71.18,597.44,2712.0
86,70.92,597.62,2732.0
87,71.18,597.05,2748.0
88,70.21,596.4,2763.0
89,71.14,596.41,2779.0
90,70.41,595.95,2794.0
91,71.11,596.01,2809.0
92,70.71,597.2,2831.0
93,70.34,596.04,2847.0
94,70.85,596.01,2864.0
95,71.08,596.34,2881.0
96,70.94,596.44,2900.0
97,71.38,595.52,2915.0
98,70.18,595.37,2932.0
99,70.44,595.57,2947.0
