epoch,training_acc,training_loss,L2
0,34.87,844.78,859.0
1,42.61,802.79,897.0
2,45.98,783.39,930.0
3,50.77,771.61,964.0
4,53.23,758.3,994.0
5,54.59,748.05,1023.0
6,57.94,737.19,1053.0
7,58.28,730.74,1083.0
8,59.77,721.55,1114.0
9,63.01,715.16,1145.0
10,61.83,707.0,1174.0
11,64.03,700.32,1205.0
12,65.41,694.54,1235.0
13,66.65,688.57,1266.0
14,67.79,682.82,1297.0
15,67.0,676.48,1326.0
16,68.59,672.41,1356.0
17,69.52,666.75,1385.0
18,69.58,662.72,1415.0
19,68.95,658.51,1444.0
20,70.97,653.16,1471.0
21,70.97,648.96,1500.0
22,71.21,644.49,1527.0
23,70.88,641.37,1554.0
24,71.23,637.74,1581.0
25,71.81,634.77,1608.0
26,72.05,630.71,1632.0
27,71.72,628.08,1657.0
28,71.69,624.91,1681.0
29,72.2,622.52,1705.0
30,72.26,620.58,1727.0
31,72.6,619.59,1751.0
32,72.64,617.79,1774.0
33,72.69,616.04,1795.0
34,72.48,615.14,1818.0
35,71.61,613.36,1838.0
36,72.63,612.88,1860.0
37,72.98,611.51,1882.0
38,72.14,610.18,1903.0
39,73.64,608.91,1923.0
40,73.07,608.85,1944.0
41,72.97,607.26,1963.0
42,73.38,607.08,1984.0
43,73.57,605.78,2002.0
44,73.27,605.63,2021.0
45,73.45,605.84,2044.0
46,73.04,604.04,2062.0
47,73.82,603.6,2080.0
48,72.79,603.52,2101.0
49,73.25,603.51,2122.0
50,72.98,602.95,2142.0
51,73.56,601.76,2158.0
52,73.08,601.49,2176.0
53,73.42,601.81,2198.0
54,73.89,601.32,2218.0
55,73.83,601.32,2239.0
56,73.28,599.09,2253.0
57,73.25,599.5,2271.0
58,73.66,599.55,2291.0
59,73.47,598.42,2307.0
60,73.52,598.48,2326.0
61,73.68,598.89,2346.0
62,73.43,598.09,2365.0
63,73.37,598.11,2384.0
64,73.11,597.72,2404.0
65,74.54,597.09,2420.0
66,73.39,596.96,2437.0
67,73.78,596.8,2456.0
68,73.29,596.61,2473.0
69,73.94,596.26,2491.0
70,73.1,595.7,2507.0
71,74.09,595.65,2524.0
72,73.73,596.09,2544.0
73,73.9,595.43,2561.0
74,73.86,595.41,2578.0
75,73.86,594.79,2594.0
76,73.92,595.26,2614.0
77,73.86,595.18,2632.0
78,73.2,594.96,2652.0
79,73.96,594.38,2667.0
80,73.27,595.64,2689.0
81,73.88,594.59,2707.0
82,74.09,593.88,2722.0
83,74.5,594.03,2739.0
84,73.71,593.47,2753.0
85,73.88,593.6,2769.0
86,74.17,593.21,2785.0
87,73.88,593.03,2800.0
88,73.7,593.95,2822.0
89,74.45,593.11,2839.0
90,74.02,593.34,2858.0
91,74.05,593.09,2875.0
92,73.86,592.18,2890.0
93,74.3,592.87,2910.0
94,73.34,592.65,2929.0
95,74.0,592.44,2945.0
96,74.39,591.87,2959.0
97,74.03,592.22,2978.0
98,74.26,591.42,2992.0
99,73.22,592.13,3011.0
