epoch,training_acc,training_loss,L2
0,33.99,848.49,852.0
1,43.54,806.36,898.0
2,47.69,785.77,937.0
3,50.24,772.56,973.0
4,52.37,758.5,1007.0
5,54.31,747.46,1039.0
6,56.55,739.57,1072.0
7,59.61,728.57,1104.0
8,60.24,719.92,1137.0
9,60.6,712.59,1170.0
10,63.22,704.53,1202.0
11,62.95,697.89,1234.0
12,64.44,690.22,1267.0
13,64.63,683.33,1299.0
14,66.94,677.37,1330.0
15,66.15,670.95,1361.0
16,66.9,665.66,1393.0
17,68.98,659.8,1422.0
18,69.15,655.8,1452.0
19,69.39,650.35,1480.0
20,68.36,645.46,1507.0
21,69.74,641.16,1535.0
22,70.03,637.8,1561.0
23,69.83,634.6,1587.0
24,69.98,631.0,1612.0
25,70.08,628.5,1637.0
26,70.2,625.61,1660.0
27,70.84,623.37,1683.0
28,70.54,621.44,1704.0
29,70.26,620.11,1727.0
30,70.54,618.08,1748.0
31,69.99,617.85,1771.0
32,70.35,615.98,1792.0
33,70.71,614.82,1813.0
34,70.21,613.77,1835.0
35,71.45,613.82,1857.0
36,70.88,612.07,1877.0
37,70.99,610.67,1897.0
38,70.95,610.46,1917.0
39,71.5,609.15,1936.0
40,71.38,608.53,1956.0
41,71.86,608.53,1977.0
42,70.93,608.03,1999.0
43,71.63,606.93,2017.0
44,71.17,606.91,2038.0
45,71.96,606.17,2058.0
46,71.82,605.84,2079.0
47,71.8,604.68,2097.0
48,71.93,604.5,2115.0
49,71.87,604.11,2134.0
50,71.6,603.54,2153.0
51,71.24,603.59,2172.0
52,72.15,603.31,2193.0
53,71.58,602.4,2210.0
54,72.01,602.63,2232.0
55,72.28,602.13,2250.0
56,72.3,601.02,2266.0
57,72.44,600.37,2282.0
58,72.39,601.91,2306.0
59,72.19,600.25,2324.0
60,71.86,599.72,2341.0
61,71.68,599.96,2360.0
62,72.51,599.47,2378.0
63,72.27,599.11,2395.0
64,72.86,598.59,2411.0
65,72.22,600.05,2435.0
66,71.57,598.44,2454.0
67,72.8,598.86,2473.0
68,71.72,598.23,2490.0
69,72.22,598.61,2511.0
70,72.7,598.11,2531.0
71,72.03,597.75,2549.0
72,73.34,597.52,2566.0
73,72.5,597.25,2582.0
74,71.98,596.65,2600.0
75,71.89,597.04,2616.0
76,72.38,597.04,2636.0
77,71.66,596.72,2654.0
78,72.17,596.86,2673.0
79,73.13,595.71,2688.0
80,72.56,595.83,2707.0
81,72.31,596.27,2725.0
82,72.62,595.77,2743.0
83,71.92,595.83,2761.0
84,70.48,595.18,2776.0
85,73.04,595.0,2792.0
86,71.85,594.97,2810.0
87,73.27,594.93,2829.0
88,73.12,594.32,2845.0
89,72.86,594.97,2864.0
90,73.66,593.88,2877.0
91,72.71,593.77,2893.0
92,72.94,595.18,2918.0
93,72.14,594.28,2934.0
94,72.95,593.76,2948.0
95,72.79,592.95,2960.0
96,72.51,593.57,2977.0
97,72.71,593.5,2995.0
98,73.06,593.78,3015.0
99,73.41,593.88,3037.0
