epoch,training_acc,training_loss,L2
0,4.36,1794.56,855.0
1,6.28,1785.4,871.0
2,8.01,1779.08,886.0
3,9.11,1773.31,900.0
4,10.78,1766.68,913.0
5,11.82,1762.72,924.0
6,11.72,1759.11,934.0
7,12.38,1756.26,944.0
8,12.44,1752.91,953.0
9,13.72,1750.35,963.0
10,13.84,1747.48,972.0
11,13.89,1745.29,981.0
12,14.71,1743.66,991.0
13,14.96,1741.3,1000.0
14,15.39,1738.56,1009.0
15,15.51,1736.52,1018.0
16,15.72,1734.24,1027.0
17,15.99,1731.92,1036.0
18,16.4,1730.32,1045.0
19,16.48,1727.48,1053.0
20,16.7,1726.0,1062.0
21,17.2,1724.32,1070.0
22,16.91,1722.63,1079.0
23,17.19,1720.59,1088.0
24,17.48,1717.73,1096.0
25,17.17,1716.02,1104.0
26,18.13,1714.34,1112.0
27,17.78,1712.56,1120.0
28,18.07,1711.3,1128.0
29,17.94,1709.46,1136.0
30,18.04,1708.35,1144.0
31,17.79,1706.75,1152.0
32,17.76,1704.73,1160.0
33,18.65,1703.64,1167.0
34,18.44,1702.25,1174.0
35,18.5,1701.21,1181.0
36,18.54,1699.41,1189.0
37,18.85,1697.68,1196.0
38,19.03,1696.46,1203.0
39,19.05,1694.65,1210.0
40,19.23,1694.06,1217.0
41,19.32,1692.34,1224.0
42,19.29,1692.01,1232.0
43,19.34,1690.19,1238.0
44,18.79,1689.37,1246.0
45,19.07,1688.7,1253.0
46,19.8,1686.9,1260.0
47,19.68,1685.43,1266.0
48,19.92,1685.02,1273.0
49,19.92,1683.77,1279.0
50,19.79,1683.41,1286.0
51,19.73,1682.87,1293.0
52,20.2,1681.86,1299.0
53,19.87,1680.78,1306.0
54,20.41,1680.09,1312.0
55,19.99,1678.95,1319.0
56,19.75,1678.96,1325.0
57,19.82,1677.55,1332.0
58,19.85,1676.94,1338.0
59,19.73,1675.89,1344.0
60,20.16,1674.83,1350.0
61,19.9,1674.39,1356.0
62,20.02,1673.88,1362.0
63,20.21,1673.14,1369.0
64,20.54,1672.1,1375.0
65,20.25,1671.72,1380.0
66,20.54,1672.0,1387.0
67,20.75,1670.36,1393.0
68,20.44,1670.39,1399.0
69,20.78,1669.56,1405.0
70,20.48,1669.29,1411.0
71,20.58,1668.29,1416.0
72,20.48,1667.7,1422.0
73,20.25,1667.62,1428.0
74,20.67,1667.44,1435.0
75,20.45,1666.21,1440.0
76,20.43,1665.36,1445.0
77,20.09,1664.72,1451.0
78,21.0,1664.61,1458.0
79,20.4,1663.64,1465.0
80,21.08,1663.0,1470.0
81,21.11,1661.81,1476.0
82,21.15,1661.8,1482.0
83,20.95,1661.09,1488.0
84,21.17,1660.44,1493.0
85,21.44,1659.86,1498.0
86,21.07,1659.15,1503.0
87,21.09,1659.32,1509.0
88,21.21,1658.6,1514.0
89,21.39,1658.42,1520.0
90,21.18,1658.01,1525.0
91,21.46,1657.97,1531.0
92,21.14,1657.28,1536.0
93,21.09,1657.19,1542.0
94,21.31,1656.99,1548.0
95,21.45,1656.11,1553.0
96,21.34,1656.38,1559.0
97,21.56,1656.77,1566.0
98,21.71,1655.53,1571.0
99,21.67,1655.27,1577.0
