epoch,training_acc,training_loss,L2
0,4.05,1794.51,855.0
1,5.84,1786.18,873.0
2,7.41,1780.27,889.0
3,7.79,1776.47,904.0
4,8.39,1772.81,918.0
5,9.74,1768.61,931.0
6,9.85,1765.79,943.0
7,10.9,1762.67,954.0
8,11.16,1759.96,964.0
9,11.86,1757.61,974.0
10,12.26,1755.48,983.0
11,12.76,1752.99,993.0
12,12.58,1751.37,1002.0
13,13.25,1749.86,1010.0
14,13.61,1747.85,1019.0
15,13.88,1746.58,1028.0
16,13.85,1744.96,1037.0
17,14.33,1742.68,1046.0
18,14.68,1740.9,1055.0
19,15.18,1738.42,1063.0
20,15.22,1736.44,1072.0
21,14.95,1734.86,1081.0
22,14.98,1733.83,1090.0
23,15.82,1731.93,1099.0
24,15.39,1730.08,1107.0
25,15.82,1728.43,1116.0
26,15.94,1726.97,1124.0
27,16.21,1726.0,1132.0
28,16.3,1723.39,1140.0
29,16.12,1722.38,1149.0
30,16.38,1721.18,1157.0
31,16.22,1720.56,1166.0
32,16.35,1718.87,1174.0
33,16.6,1717.65,1182.0
34,16.57,1716.64,1189.0
35,16.58,1715.43,1197.0
36,16.83,1714.41,1205.0
37,16.79,1713.06,1213.0
38,16.68,1712.47,1220.0
39,17.08,1710.45,1228.0
40,16.79,1710.23,1235.0
41,17.16,1708.68,1242.0
42,17.15,1707.87,1249.0
43,17.39,1707.04,1257.0
44,17.01,1705.61,1264.0
45,17.5,1705.79,1271.0
46,16.93,1705.36,1279.0
47,17.15,1703.72,1286.0
48,17.28,1702.72,1292.0
49,17.18,1701.98,1299.0
50,17.11,1701.68,1306.0
51,17.23,1701.81,1314.0
52,17.42,1700.17,1321.0
53,16.99,1699.24,1328.0
54,17.43,1698.83,1335.0
55,17.5,1697.67,1341.0
56,17.32,1697.08,1347.0
57,17.05,1696.52,1354.0
58,17.29,1695.79,1361.0
59,17.79,1694.25,1366.0
60,17.74,1694.94,1373.0
61,17.57,1693.47,1380.0
62,17.87,1693.91,1387.0
63,17.85,1692.82,1394.0
64,18.16,1690.99,1400.0
65,18.0,1691.15,1407.0
66,17.83,1690.18,1413.0
67,18.06,1690.02,1420.0
68,17.95,1688.95,1427.0
69,18.14,1688.45,1433.0
70,18.31,1687.57,1440.0
71,18.22,1686.94,1446.0
72,18.59,1687.18,1454.0
73,18.13,1684.92,1459.0
74,18.75,1684.75,1464.0
75,18.46,1684.1,1470.0
76,18.82,1683.03,1477.0
77,18.92,1681.84,1483.0
78,18.9,1680.91,1489.0
79,19.13,1679.83,1496.0
80,19.22,1679.17,1501.0
81,19.21,1678.34,1507.0
82,19.35,1678.16,1513.0
83,18.9,1677.31,1519.0
84,19.4,1677.01,1525.0
85,19.3,1676.91,1532.0
86,19.39,1676.82,1539.0
87,19.21,1674.76,1544.0
88,19.26,1674.29,1549.0
89,19.17,1674.09,1555.0
90,19.34,1673.99,1562.0
91,19.17,1672.95,1568.0
92,19.35,1672.79,1575.0
93,19.61,1672.04,1581.0
94,19.24,1671.13,1587.0
95,19.62,1670.54,1593.0
96,19.34,1669.9,1598.0
97,19.31,1669.31,1603.0
98,19.21,1669.41,1609.0
99,19.39,1669.32,1615.0
