epoch,training_acc,training_loss,L2
0,4.73,1794.03,857.0
1,5.34,1784.43,872.0
2,7.47,1780.24,886.0
3,8.59,1775.83,900.0
4,8.56,1772.19,911.0
5,9.72,1768.47,921.0
6,10.23,1765.79,931.0
7,10.65,1762.92,941.0
8,11.16,1761.21,950.0
9,11.82,1759.32,960.0
10,11.96,1756.94,969.0
11,12.12,1754.65,978.0
12,12.8,1752.32,987.0
13,12.72,1750.04,997.0
14,13.21,1748.41,1006.0
15,13.93,1746.49,1015.0
16,13.87,1744.34,1024.0
17,14.11,1742.13,1033.0
18,14.3,1740.4,1042.0
19,14.39,1738.44,1050.0
20,14.67,1736.88,1059.0
21,14.56,1735.33,1068.0
22,14.83,1733.02,1077.0
23,15.25,1731.18,1086.0
24,15.96,1729.26,1095.0
25,16.02,1727.89,1103.0
26,16.19,1725.85,1112.0
27,16.47,1723.24,1120.0
28,16.31,1722.02,1128.0
29,16.75,1720.26,1136.0
30,16.69,1718.44,1144.0
31,16.64,1717.52,1152.0
32,17.02,1715.73,1160.0
33,16.99,1714.34,1167.0
34,17.2,1714.04,1175.0
35,17.38,1711.67,1183.0
36,17.0,1710.12,1190.0
37,16.82,1710.03,1198.0
38,17.38,1707.93,1206.0
39,17.3,1707.13,1213.0
40,17.52,1706.06,1220.0
41,17.14,1704.65,1227.0
42,17.67,1703.07,1234.0
43,18.07,1702.6,1242.0
44,17.64,1700.87,1248.0
45,17.69,1699.82,1255.0
46,17.86,1699.51,1262.0
47,17.98,1697.96,1269.0
48,18.03,1697.46,1276.0
49,18.0,1696.24,1283.0
50,18.14,1695.74,1290.0
51,17.54,1694.78,1297.0
52,18.2,1693.55,1303.0
53,18.14,1691.92,1310.0
54,18.19,1690.96,1315.0
55,18.48,1690.33,1322.0
56,18.62,1689.39,1328.0
57,18.65,1688.97,1335.0
58,18.67,1688.84,1342.0
59,18.73,1688.13,1349.0
60,18.76,1686.69,1354.0
61,18.81,1685.62,1360.0
62,18.38,1685.71,1367.0
63,18.97,1684.92,1373.0
64,18.71,1684.35,1379.0
65,18.62,1683.83,1385.0
66,18.54,1683.63,1392.0
67,19.05,1683.32,1399.0
68,18.76,1681.93,1405.0
69,18.75,1681.53,1410.0
70,19.17,1681.53,1417.0
71,18.9,1680.36,1423.0
72,18.21,1679.69,1430.0
73,19.08,1679.02,1435.0
74,19.25,1679.05,1441.0
75,19.23,1678.42,1447.0
76,18.98,1677.97,1453.0
77,19.23,1677.31,1459.0
78,18.93,1676.95,1465.0
79,19.26,1676.03,1470.0
80,18.73,1675.69,1476.0
81,19.22,1675.94,1482.0
82,18.84,1674.98,1488.0
83,18.7,1674.53,1494.0
84,19.41,1673.87,1500.0
85,19.38,1673.42,1506.0
86,18.98,1673.76,1512.0
87,19.69,1673.15,1518.0
88,19.54,1672.39,1524.0
89,19.37,1671.88,1530.0
90,19.44,1671.87,1536.0
91,19.03,1670.36,1541.0
92,19.59,1670.81,1547.0
93,19.3,1669.8,1552.0
94,19.37,1669.64,1558.0
95,20.02,1668.55,1563.0
96,19.84,1667.97,1569.0
97,19.56,1668.0,1574.0
98,20.12,1667.67,1580.0
99,19.6,1667.02,1586.0
