epoch,training_acc,training_loss,L2
0,4.2,1795.09,856.0
1,6.35,1785.65,877.0
2,8.17,1778.96,891.0
3,8.65,1773.58,902.0
4,8.68,1769.62,913.0
5,9.69,1767.16,923.0
6,10.54,1765.06,931.0
7,11.16,1762.33,940.0
8,10.58,1760.76,948.0
9,11.33,1759.66,956.0
10,11.73,1758.26,964.0
11,12.36,1756.01,972.0
12,12.73,1753.91,981.0
13,12.36,1753.16,989.0
14,12.61,1752.18,997.0
15,13.09,1749.71,1005.0
16,13.33,1748.55,1013.0
17,13.3,1746.54,1021.0
18,14.09,1745.65,1029.0
19,14.0,1744.26,1037.0
20,14.19,1741.88,1045.0
21,14.82,1740.9,1053.0
22,14.71,1739.67,1062.0
23,14.92,1738.1,1070.0
24,14.65,1736.46,1078.0
25,14.92,1734.71,1086.0
26,14.94,1733.71,1094.0
27,15.56,1732.74,1101.0
28,15.47,1731.06,1109.0
29,15.43,1730.0,1117.0
30,15.88,1728.77,1125.0
31,15.77,1727.93,1133.0
32,16.24,1726.04,1141.0
33,16.11,1725.06,1149.0
34,16.14,1724.04,1157.0
35,16.15,1722.31,1165.0
36,16.43,1720.47,1172.0
37,16.78,1719.75,1179.0
38,16.81,1718.07,1187.0
39,16.41,1717.51,1194.0
40,16.57,1716.3,1202.0
41,17.26,1714.78,1209.0
42,16.98,1712.54,1217.0
43,17.14,1710.61,1224.0
44,17.54,1709.22,1231.0
45,17.32,1707.75,1239.0
46,18.16,1705.53,1246.0
47,17.68,1703.65,1253.0
48,18.22,1702.34,1260.0
49,18.09,1700.56,1266.0
50,18.45,1699.87,1273.0
51,18.6,1699.93,1280.0
52,18.24,1697.79,1287.0
53,18.4,1697.39,1294.0
54,18.43,1696.5,1301.0
55,18.13,1695.85,1308.0
56,19.21,1694.41,1315.0
57,18.86,1692.73,1322.0
58,19.0,1692.33,1329.0
59,18.88,1691.73,1336.0
60,18.93,1690.31,1343.0
61,19.15,1688.32,1349.0
62,19.54,1687.45,1355.0
63,19.59,1686.77,1362.0
64,19.56,1685.42,1369.0
65,19.72,1684.31,1375.0
66,19.13,1684.35,1382.0
67,19.73,1682.37,1388.0
68,19.68,1681.39,1394.0
69,19.64,1680.82,1400.0
70,19.68,1679.99,1407.0
71,19.59,1679.21,1413.0
72,20.18,1678.83,1419.0
73,19.88,1678.02,1425.0
74,19.95,1678.19,1432.0
75,20.24,1677.17,1438.0
76,20.37,1676.99,1444.0
77,20.34,1675.43,1450.0
78,20.19,1675.82,1456.0
79,20.2,1674.65,1462.0
80,20.25,1674.62,1468.0
81,20.06,1673.88,1474.0
82,20.21,1673.38,1481.0
83,20.17,1673.2,1487.0
84,20.19,1672.02,1492.0
85,20.03,1671.14,1498.0
86,20.55,1670.91,1504.0
87,19.84,1670.05,1510.0
88,20.37,1670.06,1517.0
89,20.21,1669.38,1523.0
90,20.57,1668.61,1528.0
91,20.23,1668.57,1534.0
92,20.49,1668.27,1540.0
93,20.28,1668.08,1546.0
94,20.17,1666.83,1551.0
95,20.56,1666.47,1557.0
96,20.19,1665.98,1563.0
97,20.38,1665.69,1569.0
98,20.48,1664.61,1573.0
99,20.46,1664.83,1579.0
