epoch,training_acc,training_loss,L2
0,4.4,1794.57,853.0
1,5.81,1785.84,870.0
2,6.76,1781.92,882.0
3,6.58,1778.32,893.0
4,8.11,1775.73,904.0
5,8.53,1772.88,914.0
6,9.33,1771.17,922.0
7,9.33,1769.3,931.0
8,9.43,1767.72,939.0
9,9.74,1765.86,948.0
10,9.85,1764.31,956.0
11,10.34,1762.76,964.0
12,10.59,1761.75,972.0
13,11.1,1760.9,980.0
14,10.87,1758.35,988.0
15,10.96,1757.46,996.0
16,11.55,1756.8,1003.0
17,12.01,1755.63,1010.0
18,11.9,1754.36,1018.0
19,11.95,1753.26,1025.0
20,12.06,1751.97,1032.0
21,12.31,1750.59,1040.0
22,12.71,1750.19,1047.0
23,12.54,1748.74,1054.0
24,12.81,1746.57,1061.0
25,12.87,1745.81,1069.0
26,13.13,1743.53,1076.0
27,13.26,1742.41,1084.0
28,13.58,1741.78,1091.0
29,12.97,1739.86,1099.0
30,13.98,1738.77,1106.0
31,13.51,1737.51,1114.0
32,13.93,1736.45,1122.0
33,14.45,1734.0,1129.0
34,13.73,1733.11,1137.0
35,14.58,1732.14,1144.0
36,14.88,1730.15,1152.0
37,14.96,1729.51,1159.0
38,14.97,1728.02,1166.0
39,14.73,1726.84,1174.0
40,14.47,1724.56,1180.0
41,14.98,1724.19,1188.0
42,14.68,1722.57,1195.0
43,14.3,1721.69,1202.0
44,14.96,1720.37,1209.0
45,14.88,1719.56,1216.0
46,15.26,1718.7,1223.0
47,15.39,1716.91,1230.0
48,15.51,1716.27,1237.0
49,15.5,1715.34,1244.0
50,15.45,1714.51,1251.0
51,15.38,1713.02,1257.0
52,15.74,1713.15,1264.0
53,15.7,1711.39,1270.0
54,15.63,1711.11,1277.0
55,15.76,1709.08,1283.0
56,15.73,1708.55,1289.0
57,15.85,1708.49,1296.0
58,15.61,1707.11,1302.0
59,15.64,1706.34,1309.0
60,15.99,1706.18,1316.0
61,16.12,1704.39,1321.0
62,16.18,1703.58,1328.0
63,16.24,1702.55,1333.0
64,15.93,1701.49,1339.0
65,16.29,1701.62,1346.0
66,16.23,1700.77,1351.0
67,16.6,1700.02,1357.0
68,16.26,1699.81,1364.0
69,16.33,1698.46,1370.0
70,16.31,1698.25,1376.0
71,16.12,1697.61,1382.0
72,16.5,1696.3,1388.0
73,16.6,1696.43,1394.0
74,16.8,1695.5,1400.0
75,16.66,1695.03,1406.0
76,16.52,1693.91,1411.0
77,16.54,1692.82,1416.0
78,16.58,1693.36,1422.0
79,16.68,1693.27,1429.0
80,16.69,1691.51,1433.0
81,16.65,1692.12,1439.0
82,16.7,1691.27,1445.0
83,16.97,1690.97,1450.0
84,16.93,1690.31,1456.0
85,16.67,1690.23,1461.0
86,17.05,1690.06,1468.0
87,16.82,1689.54,1473.0
88,16.93,1688.57,1478.0
89,16.87,1687.9,1483.0
90,16.88,1688.15,1489.0
91,16.42,1688.04,1495.0
92,16.82,1686.97,1500.0
93,16.82,1686.6,1505.0
94,16.96,1686.44,1510.0
95,16.95,1685.76,1517.0
96,17.12,1685.08,1522.0
97,16.98,1684.44,1527.0
98,16.71,1684.05,1533.0
99,17.34,1683.65,1539.0
