epoch,training_acc,training_loss,L2
0,35.23,851.89,854.0
1,40.33,810.14,892.0
2,44.99,791.37,927.0
3,50.0,777.43,959.0
4,51.42,765.67,991.0
5,54.93,754.47,1021.0
6,53.92,745.0,1051.0
7,57.33,737.81,1080.0
8,55.84,727.91,1110.0
9,61.69,722.12,1140.0
10,61.31,714.27,1170.0
11,63.04,707.23,1201.0
12,63.37,702.3,1230.0
13,64.11,695.95,1261.0
14,64.58,690.45,1291.0
15,66.6,684.74,1321.0
16,66.76,680.6,1350.0
17,67.67,674.19,1379.0
18,68.31,669.94,1408.0
19,68.14,665.72,1438.0
20,69.15,660.58,1466.0
21,69.97,657.56,1496.0
22,69.44,653.73,1525.0
23,70.58,649.98,1553.0
24,70.52,645.36,1581.0
25,70.88,642.06,1608.0
26,70.79,638.54,1633.0
27,71.57,636.38,1661.0
28,71.48,632.72,1687.0
29,71.74,630.35,1712.0
30,71.4,628.14,1737.0
31,71.89,625.21,1760.0
32,71.84,623.56,1785.0
33,71.9,621.78,1808.0
34,72.46,619.85,1831.0
35,72.27,618.91,1854.0
36,72.36,617.32,1876.0
37,72.34,615.59,1897.0
38,72.06,614.16,1918.0
39,72.31,614.4,1941.0
40,72.9,612.55,1961.0
41,72.57,611.95,1982.0
42,72.48,611.05,2004.0
43,72.87,610.18,2024.0
44,73.26,609.84,2046.0
45,72.57,609.67,2068.0
46,72.19,608.1,2086.0
47,73.03,607.75,2107.0
48,72.93,606.9,2126.0
49,72.97,607.29,2148.0
50,72.77,605.93,2167.0
51,73.25,605.75,2187.0
52,73.23,604.25,2205.0
53,72.42,604.2,2225.0
54,73.09,603.77,2245.0
55,73.16,603.19,2263.0
56,72.39,602.52,2281.0
57,72.87,602.76,2303.0
58,73.3,601.79,2322.0
59,72.88,601.74,2341.0
60,73.17,601.19,2360.0
61,72.06,601.01,2380.0
62,72.8,601.2,2402.0
63,72.56,600.12,2418.0
64,73.09,600.17,2437.0
65,73.38,600.03,2457.0
66,73.44,599.44,2475.0
67,73.63,599.82,2495.0
68,73.83,598.68,2512.0
69,73.68,598.64,2530.0
70,73.18,598.35,2547.0
71,73.83,597.94,2565.0
72,71.94,598.18,2585.0
73,74.51,598.36,2605.0
74,73.74,596.92,2620.0
75,72.81,597.09,2636.0
76,72.92,597.73,2656.0
77,72.54,597.28,2676.0
78,73.98,597.23,2695.0
79,74.0,596.28,2711.0
80,74.0,595.96,2727.0
81,74.04,596.76,2748.0
82,73.06,596.12,2768.0
83,73.45,595.43,2783.0
84,73.44,596.04,2803.0
85,73.83,595.5,2822.0
86,74.01,595.04,2839.0
87,74.06,595.16,2857.0
88,73.8,594.8,2874.0
89,73.77,594.76,2891.0
90,73.66,594.48,2908.0
91,74.36,594.18,2926.0
92,73.99,594.51,2946.0
93,74.03,593.95,2963.0
94,74.73,593.33,2977.0
95,73.89,593.32,2991.0
96,73.27,593.9,3010.0
97,74.32,594.37,3030.0
98,73.75,593.78,3049.0
99,73.04,593.23,3066.0
