epoch,training_acc,training_loss
0,71.63,798.92
1,78.58,737.77
2,83.01,724.53
3,85.17,712.75
4,92.49,702.89
5,92.07,696.39
6,93.93,694.6
7,93.23,693.83
8,93.3,693.02
9,94.35,692.87
10,94.63,692.09
11,94.2,691.59
12,94.38,691.49
13,95.19,690.73
14,95.04,690.33
15,94.27,689.63
16,95.59,689.21
17,95.67,689.18
18,95.61,689.04
19,95.61,688.64
20,95.17,688.63
21,95.79,688.84
22,95.34,688.64
23,95.3,688.32
24,95.12,688.48
25,95.87,688.54
26,95.95,688.37
27,95.94,687.96
28,95.96,687.82
29,95.9,687.64
30,96.21,687.89
31,95.98,687.53
32,96.1,687.79
33,95.75,687.66
34,95.51,687.58
35,96.58,687.32
36,96.48,687.35
37,96.19,687.2
38,96.22,687.21
39,95.98,687.25
