epoch,training_acc,training_loss
0,71.42,804.63
1,80.47,734.79
2,83.54,719.09
3,85.62,713.55
4,85.5,709.8
5,91.93,707.55
6,93.08,695.22
7,93.47,693.7
8,93.86,692.78
9,94.86,692.34
10,94.53,691.39
11,93.82,691.25
12,95.0,691.15
13,94.82,690.63
14,94.54,690.29
15,93.63,690.49
16,95.11,690.21
17,95.28,689.99
18,95.03,690.0
19,94.79,689.7
20,94.14,689.53
21,95.54,689.43
22,95.57,689.04
23,96.43,688.77
24,95.61,688.5
25,95.51,688.31
26,96.13,688.24
27,95.85,688.39
28,95.75,688.09
29,96.05,687.95
30,95.52,687.8
31,96.45,687.65
32,95.72,688.11
33,95.82,687.96
34,95.89,687.95
35,96.06,687.74
36,96.17,687.52
37,95.79,687.51
38,95.14,687.1
39,96.07,687.52
