epoch,training_acc,training_loss
0,68.92,796.23
1,80.04,732.32
2,83.43,718.7
3,86.36,713.63
4,89.52,709.04
5,92.84,696.38
6,93.41,694.65
7,94.53,693.4
8,93.78,692.77
9,94.64,691.91
10,95.35,690.92
11,94.75,690.38
12,95.06,690.17
13,95.62,689.99
14,94.67,689.7
15,95.97,689.39
16,95.67,688.9
17,96.35,688.92
18,95.96,688.34
19,96.03,688.57
20,95.98,688.25
21,95.04,688.07
22,95.11,688.13
23,95.86,688.14
24,96.19,688.03
25,95.99,687.97
26,96.39,687.94
27,96.41,687.71
28,95.48,687.64
29,96.06,687.7
30,96.48,687.42
31,95.61,687.62
32,96.14,687.54
33,96.23,687.38
34,96.19,687.41
35,96.46,687.51
36,95.98,687.49
37,96.32,687.14
38,96.61,687.0
39,96.06,686.87
