epoch,training_acc,training_loss
0,64.49,836.25
1,79.07,744.4
2,84.84,722.63
3,86.01,713.81
4,92.21,704.16
5,93.55,696.65
6,93.64,694.7
7,94.33,693.45
8,93.72,692.77
9,94.56,691.93
10,93.82,691.26
11,95.28,690.77
12,95.46,690.34
13,95.66,689.9
14,95.23,689.83
15,94.91,689.42
16,95.33,689.08
17,95.19,688.78
18,96.07,688.87
19,95.85,688.4
20,94.96,688.68
21,95.99,688.55
22,95.53,688.55
23,95.89,688.59
24,95.97,688.02
25,95.88,687.95
26,95.91,688.11
27,96.05,687.7
28,96.09,688.1
29,95.5,688.15
30,95.32,687.85
31,96.55,687.86
32,96.76,687.57
33,96.54,687.51
34,95.52,687.72
35,95.23,687.69
36,95.97,687.74
37,96.38,687.43
38,95.64,687.57
39,96.35,687.47
