epoch,training_acc,training_loss
0,38.58,843.43
1,44.16,799.56
2,47.27,780.69
3,51.84,766.52
4,53.91,753.79
5,55.05,743.25
6,57.2,734.23
7,58.58,726.08
8,61.18,717.88
9,61.54,709.04
10,62.16,701.6
11,63.36,695.27
12,64.54,688.51
13,63.86,681.42
14,65.87,677.0
15,66.97,669.77
16,67.28,665.08
17,68.34,658.96
18,68.01,654.49
19,69.07,649.65
20,69.47,643.69
21,69.62,639.64
22,69.78,636.51
23,69.8,633.07
24,69.86,630.91
25,70.09,626.87
26,69.94,625.09
27,69.71,622.7
28,70.43,621.05
29,69.96,619.45
30,70.73,617.46
31,70.3,616.43
32,70.73,615.37
33,70.1,613.98
34,70.93,613.89
35,71.21,611.3
36,70.66,611.55
37,70.39,610.86
38,71.13,609.62
39,70.52,608.57
