epoch,training_acc,training_loss
0,33.26,849.19
1,43.26,809.46
2,47.67,785.83
3,50.34,766.76
4,54.28,754.87
5,56.37,743.63
6,57.53,733.53
7,60.21,724.16
8,61.5,717.89
9,62.52,709.64
10,63.82,702.21
11,65.07,695.25
12,66.18,689.51
13,65.82,683.31
14,66.47,677.41
15,68.15,671.59
16,68.85,664.85
17,69.89,661.62
18,70.11,655.71
19,70.17,651.09
20,70.98,646.56
21,70.95,643.06
22,70.45,639.28
23,71.58,635.87
24,71.62,632.47
25,71.51,629.51
26,72.11,626.83
27,71.54,624.7
28,72.48,622.04
29,72.06,619.91
30,72.62,618.45
31,72.22,617.39
32,71.97,615.99
33,72.69,614.07
34,73.19,613.08
35,72.1,612.37
36,72.62,611.55
37,72.26,610.32
38,73.02,609.21
39,72.54,608.22
