epoch,training_acc,training_loss
0,37.8,843.14
1,43.14,803.43
2,47.74,783.55
3,49.78,767.2
4,53.03,753.77
5,54.98,740.49
6,58.92,730.59
7,60.28,721.62
8,60.79,713.82
9,62.34,706.66
10,63.61,699.26
11,64.95,692.35
12,66.46,686.41
13,65.37,680.0
14,67.61,675.53
15,66.7,669.77
16,68.97,664.11
17,69.06,658.94
18,69.48,654.51
19,70.16,649.44
20,70.74,643.79
21,70.99,640.76
22,71.25,637.31
23,70.6,634.15
24,70.76,629.9
25,71.63,626.73
26,71.86,625.43
27,71.97,622.99
28,71.55,620.22
29,71.82,619.0
30,72.22,618.15
31,72.31,615.12
32,72.4,614.21
33,72.35,613.41
34,71.65,612.09
35,72.78,610.87
36,72.38,609.97
37,72.09,609.11
38,71.39,607.8
39,72.73,608.08
