epoch,training_acc,training_loss
0,38.53,839.27
1,42.89,799.24
2,47.39,781.97
3,51.3,767.03
4,53.21,752.78
5,55.59,741.78
6,54.99,730.4
7,59.9,721.45
8,60.95,713.08
9,62.07,705.77
10,63.22,698.5
11,63.9,691.07
12,66.04,685.29
13,66.72,679.68
14,67.82,672.91
15,68.29,667.66
16,69.05,661.96
17,67.64,656.38
18,69.5,652.06
19,69.68,647.59
20,69.86,642.66
21,70.17,639.97
22,70.76,635.68
23,70.9,631.82
24,70.96,629.02
25,70.74,626.26
26,70.98,624.73
27,71.59,621.71
28,71.21,620.53
29,71.83,618.11
30,71.94,617.36
31,72.08,615.45
32,71.5,613.93
33,71.55,612.07
34,72.04,611.36
35,71.65,610.85
36,71.06,610.96
37,71.2,609.33
38,72.34,608.37
39,71.54,607.37
