epoch,training_acc,training_loss
0,86.12,790.8
1,96.99,726.22
2,97.64,696.74
3,98.39,693.5
4,98.79,692.42
5,98.57,691.43
6,98.86,690.77
7,98.88,690.0
8,98.72,689.57
9,98.93,689.4
10,99.13,688.79
11,99.09,688.81
12,99.07,689.23
13,99.0,688.83
14,99.1,688.22
15,99.12,687.98
16,99.16,687.98
17,99.41,687.74
18,98.82,687.63
19,99.26,688.24
20,99.31,687.72
21,99.37,687.24
22,98.97,687.52
23,99.15,688.09
24,99.32,687.73
25,99.31,687.28
26,99.48,687.44
27,99.22,687.29
28,99.3,687.8
29,99.44,687.01
30,99.17,686.99
31,99.48,686.99
32,99.18,686.89
33,99.38,687.1
34,99.06,687.14
35,99.32,687.33
36,99.19,687.16
37,99.38,686.96
38,99.34,687.22
39,99.4,686.97
