epoch,training_acc,training_loss
0,87.34,814.04
1,97.69,703.99
2,98.11,694.96
3,98.53,693.41
4,98.56,691.69
5,98.76,691.57
6,99.0,690.36
7,99.03,689.63
8,99.19,689.42
9,99.29,689.02
10,99.33,688.98
11,99.38,688.57
12,99.32,688.34
13,99.34,688.27
14,99.19,688.09
15,99.12,688.48
16,99.3,687.77
17,99.27,687.67
18,99.27,688.43
19,99.32,687.67
20,99.29,687.26
21,99.4,687.38
22,99.23,687.52
23,99.36,687.58
24,99.02,687.39
25,99.17,687.4
26,99.28,687.24
27,99.3,687.5
28,99.34,687.34
29,99.15,687.41
30,99.15,687.67
31,99.22,687.4
32,99.36,687.22
33,99.34,687.08
34,99.34,687.28
35,99.25,687.13
36,99.38,687.27
37,99.44,687.4
38,99.27,687.5
39,99.13,687.01
