epoch,training_acc,training_loss
0,95.53,771.01
1,97.22,701.54
2,98.37,696.56
3,98.5,693.76
4,98.67,692.66
5,98.71,691.77
6,98.88,690.8
7,99.1,690.06
8,98.98,689.82
9,99.13,689.35
10,99.27,688.89
11,98.78,688.9
12,99.19,688.77
13,99.15,688.14
14,99.12,688.31
15,99.3,688.03
16,99.13,687.99
17,99.28,688.09
18,99.36,687.95
19,99.19,687.83
20,99.19,687.68
21,99.19,687.84
22,99.18,687.79
23,99.42,687.46
24,99.35,687.38
25,99.34,687.43
26,99.38,686.98
27,99.41,687.32
28,99.31,687.29
29,99.34,687.03
30,99.43,686.95
31,99.45,686.79
32,99.41,686.79
33,99.49,686.9
34,99.45,686.88
35,99.52,686.89
36,99.34,686.87
37,99.34,687.04
38,99.43,686.73
39,99.36,687.12
