epoch,training_acc,training_loss
0,93.92,759.96
1,97.37,701.89
2,98.2,697.14
3,98.54,694.22
4,98.68,692.11
5,98.43,691.52
6,98.73,690.86
7,98.99,690.52
8,99.03,689.69
9,99.11,689.16
10,98.97,689.48
11,99.0,689.03
12,99.13,688.58
13,99.38,688.28
14,99.24,688.31
15,99.28,688.18
16,99.36,688.15
17,99.09,688.12
18,99.36,687.67
19,99.28,687.38
20,99.24,687.81
21,99.37,687.41
22,99.33,687.4
23,99.34,687.51
24,99.37,687.29
25,99.39,687.31
26,99.25,687.13
27,99.28,687.48
28,99.46,687.0
29,99.3,687.07
30,99.3,687.09
31,99.24,687.16
32,99.28,687.02
33,98.91,686.97
34,99.24,686.96
35,99.26,687.0
36,99.32,687.01
37,99.18,687.09
38,99.36,687.22
39,99.22,687.07
