epoch,training_acc,training_loss
0,94.72,792.02
1,97.16,704.11
2,97.44,696.66
3,98.39,694.42
4,98.63,692.84
5,98.8,691.81
6,98.72,690.88
7,98.84,690.56
8,99.05,689.7
9,98.97,689.53
10,99.28,689.12
11,99.03,689.1
12,99.14,688.41
13,99.15,688.68
14,99.17,688.44
15,99.05,688.37
16,98.71,687.82
17,99.13,687.76
18,99.3,687.23
19,99.28,687.94
20,99.17,687.65
21,99.18,687.64
22,99.38,687.85
23,99.26,687.84
24,99.45,687.96
25,99.2,687.82
26,99.42,687.54
27,99.29,687.28
28,99.26,687.06
29,99.34,687.09
30,99.34,687.26
31,99.06,687.44
32,99.37,687.22
33,99.23,687.05
34,99.45,687.2
35,99.15,687.07
36,99.37,687.0
37,99.17,687.16
38,99.33,687.36
39,99.48,687.18
