epoch,training_acc,training_loss
0,37.55,844.36
1,43.55,806.3
2,45.92,790.36
3,46.86,778.11
4,51.08,767.06
5,52.54,757.15
6,54.61,747.41
7,56.02,739.44
8,54.7,732.01
9,58.04,724.64
10,58.88,717.81
11,59.7,711.2
12,63.1,703.91
13,62.45,698.23
14,64.26,692.42
15,65.07,686.9
16,66.13,681.99
17,63.79,675.74
18,66.37,671.97
19,68.4,666.13
20,66.9,662.34
21,68.18,657.58
22,68.08,653.23
23,68.64,649.45
24,69.84,645.68
25,69.61,642.15
26,69.33,638.81
27,70.0,635.83
28,68.67,633.2
29,70.07,630.23
30,70.64,628.41
31,70.75,625.65
32,71.69,623.33
33,70.83,621.48
34,71.16,619.95
35,71.62,618.07
36,72.3,616.72
37,72.35,615.87
38,71.05,614.15
39,72.32,612.89
