epoch,training_acc,training_loss
0,36.82,839.41
1,43.09,803.04
2,47.83,786.11
3,51.06,772.01
4,52.52,760.81
5,54.0,750.62
6,56.59,741.56
7,56.76,733.89
8,56.19,726.3
9,59.86,719.6
10,61.59,712.72
11,62.05,706.28
12,63.61,699.63
13,63.6,694.34
14,63.76,688.24
15,65.34,683.03
16,67.33,677.96
17,66.98,672.64
18,67.87,667.03
19,69.04,662.97
20,69.75,657.68
21,69.73,654.15
22,69.74,649.89
23,70.31,646.21
24,70.32,642.06
25,69.0,638.81
26,71.4,635.38
27,71.11,632.03
28,71.03,629.17
29,71.43,626.28
30,72.15,623.88
31,71.74,622.35
32,70.61,619.88
33,70.98,618.28
34,72.12,616.37
35,70.52,615.34
36,72.2,613.72
37,71.73,612.32
38,71.66,611.5
39,72.56,610.29
