epoch,training_acc,training_loss
0,33.94,849.6
1,39.81,813.24
2,45.99,794.72
3,49.3,779.07
4,52.31,766.53
5,49.97,757.01
6,54.26,747.42
7,56.34,739.3
8,56.83,730.56
9,58.53,723.0
10,60.0,715.88
11,60.76,709.95
12,59.23,703.14
13,61.88,696.94
14,63.02,690.94
15,65.32,685.18
16,64.08,679.21
17,64.96,674.08
18,65.54,668.19
19,66.35,662.95
20,66.48,658.91
21,65.84,654.32
22,67.56,650.48
23,66.72,646.77
24,66.07,643.14
25,67.28,639.73
26,68.01,637.24
27,67.42,633.96
28,68.15,631.6
29,68.63,628.88
30,69.94,627.15
31,68.83,625.38
32,68.67,623.23
33,68.98,621.77
34,69.12,620.24
35,69.51,618.71
36,69.74,617.72
37,69.13,616.47
38,69.5,614.86
39,69.36,613.8
