epoch,training_acc,training_loss
0,71.71,798.75
1,81.34,729.89
2,85.57,716.36
3,91.59,707.66
4,92.11,697.68
5,93.18,695.69
6,93.08,694.62
7,93.85,693.47
8,93.29,692.9
9,94.6,692.29
10,93.57,691.98
11,94.18,691.61
12,94.88,691.03
13,94.76,690.89
14,95.25,689.83
15,94.79,689.25
16,95.5,689.41
17,96.18,688.76
18,95.34,689.24
19,96.15,688.75
20,95.61,688.49
21,94.65,688.47
22,96.14,688.05
23,95.75,688.52
24,95.86,688.27
25,95.48,687.77
26,95.45,687.77
27,95.75,687.45
28,96.18,687.88
29,95.03,687.75
30,96.43,687.66
31,95.79,687.55
32,96.3,687.46
33,96.22,687.48
34,96.16,687.38
35,96.48,687.51
36,96.2,687.21
37,96.64,687.4
38,95.39,687.57
39,96.32,687.37
