epoch,training_acc,training_loss
0,70.61,796.59
1,82.11,732.83
2,85.18,715.84
3,91.35,704.38
4,92.41,696.98
5,93.06,695.46
6,94.39,694.17
7,94.05,693.31
8,94.13,692.39
9,94.67,691.84
10,92.15,692.05
11,94.94,691.28
12,95.08,690.91
13,94.0,690.56
14,94.83,690.66
15,94.16,690.24
16,94.8,690.07
17,94.87,690.14
18,95.61,689.5
19,95.24,689.33
20,95.18,689.5
21,95.38,689.57
22,95.38,689.4
23,95.2,688.95
24,94.99,688.35
25,95.66,688.37
26,96.14,688.1
27,96.01,687.83
28,95.61,687.84
29,95.93,687.81
30,96.1,687.45
31,96.09,687.59
32,95.96,687.33
33,95.75,687.73
34,96.45,687.59
35,95.26,687.55
36,95.54,687.55
37,96.3,687.23
38,95.89,687.38
39,95.69,687.48
