epoch,training_acc,training_loss
0,73.46,793.76
1,82.45,729.31
2,84.33,717.02
3,90.98,704.37
4,92.6,697.62
5,92.38,695.79
6,93.44,694.47
7,93.79,693.4
8,94.43,692.55
9,94.67,691.54
10,95.17,691.54
11,94.9,690.75
12,95.76,690.05
13,95.01,689.77
14,95.45,689.56
15,95.5,689.08
16,95.5,689.13
17,95.43,688.67
18,96.15,688.52
19,95.62,688.47
20,95.32,688.49
21,94.91,688.16
22,95.5,688.16
23,95.71,688.06
24,95.76,688.11
25,95.8,687.72
26,95.73,687.93
27,95.71,687.33
28,95.3,687.83
29,96.03,687.75
30,96.21,687.35
31,96.26,687.24
32,96.06,687.46
33,96.03,687.58
34,96.2,687.42
35,95.98,687.56
36,95.25,687.71
37,95.77,687.6
38,96.32,687.33
39,95.92,687.41
