epoch,training_acc,training_loss
0,71.5,802.81
1,81.15,737.1
2,85.11,717.98
3,91.67,705.78
4,92.57,697.84
5,92.52,695.92
6,93.47,694.18
7,92.43,693.44
8,92.66,692.64
9,94.99,692.18
10,94.31,691.57
11,93.75,691.33
12,95.07,691.33
13,94.93,690.93
14,93.22,690.35
15,94.93,690.34
16,94.64,690.36
17,94.74,689.95
18,95.17,689.99
19,95.48,689.99
20,94.33,689.63
21,95.09,689.55
22,95.8,689.35
23,94.95,689.41
24,95.31,689.31
25,94.94,689.37
26,95.5,689.06
27,95.69,689.2
28,95.38,689.03
29,94.98,689.07
30,95.31,689.04
31,95.78,689.08
32,95.04,689.05
33,95.23,689.05
34,95.69,688.91
35,95.32,688.76
36,95.48,689.11
37,95.65,688.86
38,95.41,688.7
39,94.51,688.81
