epoch,training_acc,training_loss
0,70.18,803.95
1,81.11,741.32
2,89.21,716.79
3,91.84,701.89
4,92.17,698.8
5,92.46,697.4
6,92.46,695.76
7,93.98,694.68
8,93.65,692.95
9,94.44,691.63
10,95.11,691.22
11,94.87,690.47
12,93.51,690.07
13,95.23,690.03
14,94.18,689.44
15,94.99,689.54
16,95.12,689.07
17,95.89,688.69
18,96.05,688.51
19,96.08,688.58
20,96.23,688.62
21,96.15,688.19
22,96.43,688.16
23,95.61,687.8
24,96.17,688.02
25,96.33,687.85
26,95.97,688.06
27,96.16,687.63
28,93.8,687.57
29,96.01,687.86
30,95.93,687.53
31,96.36,687.52
32,96.17,687.2
33,95.34,687.74
34,96.21,687.32
35,95.99,687.53
36,95.86,687.0
37,96.06,687.5
38,95.65,687.52
39,96.09,687.28
