epoch,training_acc,training_loss
0,73.85,791.04
1,80.11,734.44
2,90.67,711.44
3,91.91,699.39
4,91.66,697.06
5,92.61,695.22
6,92.83,693.83
7,93.9,693.18
8,94.35,692.73
9,94.25,691.76
10,93.4,691.52
11,93.45,690.99
12,94.85,690.49
13,94.33,689.87
14,95.27,689.43
15,94.69,689.33
16,95.01,689.07
17,95.24,688.68
18,95.69,688.63
19,95.91,688.17
20,95.71,688.24
21,95.6,688.33
22,95.94,687.99
23,95.72,687.99
24,94.98,688.05
25,95.86,687.97
26,95.19,688.16
27,95.72,687.72
28,95.83,687.64
29,95.15,687.74
30,96.47,687.44
31,95.99,687.53
32,95.57,687.48
33,96.45,687.58
34,95.87,687.32
35,95.76,687.6
36,96.31,687.23
37,96.04,687.57
38,96.21,687.33
39,95.81,687.05
