epoch,training_acc,training_loss
0,64.58,834.18
1,79.83,752.91
2,84.23,721.37
3,85.19,713.99
4,90.28,710.01
5,91.68,697.23
6,92.43,695.05
7,93.62,693.96
8,93.44,693.09
9,94.2,692.65
10,93.34,692.06
11,94.38,691.76
12,93.93,691.27
13,94.15,691.23
14,94.68,690.56
15,94.37,690.55
16,94.58,690.15
17,94.81,689.49
18,95.42,688.81
19,95.4,688.52
20,95.05,688.91
21,95.38,688.44
22,95.66,688.41
23,95.55,688.39
24,95.75,688.98
25,95.83,688.33
26,95.95,687.91
27,95.2,688.29
28,94.5,687.98
29,95.62,687.93
30,96.04,687.94
31,95.73,687.38
32,95.97,687.5
33,96.01,687.7
34,96.24,687.98
35,96.58,687.66
36,95.81,687.25
37,95.83,688.18
38,96.22,687.95
39,95.69,687.5
