epoch,training_acc,training_loss
0,69.3,817.51
1,79.85,744.6
2,83.53,726.35
3,90.64,713.81
4,91.77,698.85
5,93.53,696.19
6,93.25,694.25
7,94.36,693.04
8,93.91,692.11
9,94.69,691.67
10,95.45,691.06
11,95.26,690.54
12,94.48,690.02
13,95.05,689.98
14,94.97,689.49
15,94.71,689.37
16,95.44,689.41
17,95.63,688.74
18,95.79,688.81
19,95.71,688.99
20,95.87,688.29
21,95.75,688.11
22,95.87,688.68
23,95.57,687.97
24,95.65,688.02
25,95.72,687.9
26,95.76,688.25
27,94.95,687.83
28,96.09,687.91
29,95.65,687.6
30,95.7,687.88
31,95.33,688.39
32,95.68,687.68
33,95.83,687.72
34,95.48,687.87
35,96.04,687.75
36,95.87,687.43
37,95.88,687.21
38,95.66,687.7
39,95.94,687.82
