epoch,training_acc,training_loss
0,68.52,821.18
1,76.81,741.76
2,82.44,724.83
3,84.57,718.39
4,90.33,708.05
5,90.42,701.53
6,91.74,699.47
7,92.05,698.14
8,93.67,696.78
9,94.82,692.11
10,94.49,691.22
11,94.63,690.94
12,95.84,690.46
13,95.5,689.46
14,95.57,689.13
15,95.52,689.16
16,95.0,689.07
17,95.99,688.98
18,95.78,688.17
19,95.39,688.56
20,95.4,688.02
21,95.51,688.46
22,95.78,688.36
23,95.53,688.22
24,96.18,688.05
25,95.83,687.45
26,95.04,687.99
27,96.31,688.01
28,95.6,687.51
29,96.27,687.68
30,96.08,687.67
31,96.18,687.24
32,96.27,687.77
33,95.28,687.77
34,95.96,687.42
35,95.94,687.14
36,94.87,687.65
37,96.1,688.19
38,94.51,687.96
39,95.81,687.73
