epoch,training_acc,training_loss,L2
0,4.09,1796.73,859.0
1,5.94,1789.39,876.0
2,6.86,1785.83,892.0
3,8.31,1782.02,906.0
4,8.4,1778.99,919.0
5,8.83,1776.98,930.0
6,9.31,1775.36,941.0
7,9.35,1773.75,951.0
8,9.95,1772.0,961.0
9,10.68,1770.69,971.0
10,11.03,1769.21,980.0
11,10.98,1767.65,990.0
12,11.66,1766.55,1000.0
13,11.7,1765.38,1009.0
14,11.43,1764.05,1018.0
15,11.86,1763.62,1027.0
16,12.31,1762.01,1037.0
17,12.14,1761.4,1046.0
18,12.29,1760.37,1055.0
19,12.43,1759.42,1064.0
20,12.2,1758.4,1073.0
21,12.86,1757.66,1081.0
22,12.57,1756.78,1091.0
23,13.06,1755.81,1099.0
24,13.18,1754.75,1108.0
25,13.51,1753.54,1117.0
26,13.05,1752.5,1125.0
27,13.79,1751.37,1134.0
28,13.28,1750.86,1142.0
29,13.78,1750.11,1151.0
30,13.66,1749.26,1159.0
31,13.97,1748.3,1168.0
32,13.99,1747.15,1176.0
33,14.07,1745.89,1183.0
34,14.16,1745.29,1192.0
35,14.28,1744.9,1200.0
36,14.45,1743.63,1207.0
37,14.16,1743.75,1216.0
38,14.6,1742.64,1224.0
39,14.48,1742.1,1233.0
40,14.93,1741.25,1240.0
41,14.7,1740.62,1248.0
42,14.73,1739.52,1256.0
43,14.77,1739.25,1263.0
44,14.98,1738.61,1271.0
45,14.57,1737.84,1277.0
46,14.82,1737.34,1284.0
47,14.66,1736.65,1291.0
48,14.77,1736.6,1298.0
49,14.56,1736.29,1306.0
50,14.79,1735.91,1313.0
51,14.81,1735.36,1320.0
52,14.81,1734.8,1327.0
53,14.73,1734.23,1334.0
54,14.99,1734.32,1341.0
55,14.87,1733.46,1347.0
56,15.05,1733.75,1355.0
57,14.99,1733.07,1362.0
58,15.28,1732.26,1368.0
59,14.93,1732.03,1374.0
60,15.05,1732.24,1382.0
61,14.98,1731.93,1389.0
62,15.2,1730.95,1396.0
63,14.94,1730.3,1401.0
64,15.2,1730.58,1408.0
65,15.12,1730.03,1415.0
66,15.54,1729.42,1421.0
67,15.07,1729.34,1428.0
68,15.22,1728.65,1434.0
69,15.15,1728.46,1440.0
70,15.39,1728.21,1447.0
71,15.19,1728.16,1454.0
72,15.41,1727.55,1460.0
73,15.29,1726.88,1465.0
74,15.26,1726.87,1472.0
75,15.46,1726.53,1478.0
76,15.28,1726.52,1485.0
77,15.43,1725.85,1491.0
78,15.31,1725.62,1496.0
79,15.33,1725.24,1502.0
80,15.34,1725.22,1508.0
81,15.44,1725.16,1515.0
82,15.24,1724.4,1521.0
83,15.18,1724.9,1528.0
84,15.31,1724.45,1534.0
85,14.97,1723.73,1540.0
86,15.15,1723.51,1546.0
87,15.53,1723.61,1552.0
88,15.36,1723.09,1558.0
89,15.48,1722.84,1563.0
90,15.51,1722.54,1568.0
91,15.38,1722.06,1574.0
92,15.49,1721.71,1579.0
93,15.31,1721.65,1585.0
94,15.76,1721.72,1593.0
95,15.46,1721.2,1600.0
96,15.74,1720.57,1607.0
97,15.86,1719.74,1613.0
98,16.05,1719.12,1618.0
99,16.47,1719.06,1626.0
