epoch,training_acc,training_loss,L2
0,3.76,1796.56,854.0
1,4.6,1791.62,867.0
2,5.87,1788.71,882.0
3,6.71,1785.42,895.0
4,7.38,1783.43,905.0
5,8.29,1781.46,915.0
6,8.19,1780.36,924.0
7,7.97,1778.89,932.0
8,8.86,1777.55,941.0
9,8.92,1776.61,950.0
10,8.9,1775.52,958.0
11,9.55,1774.63,967.0
12,9.31,1773.69,976.0
13,9.66,1772.35,983.0
14,9.7,1771.48,991.0
15,9.83,1770.64,1000.0
16,10.77,1769.53,1008.0
17,10.7,1768.23,1016.0
18,10.58,1767.44,1024.0
19,10.61,1766.35,1032.0
20,10.66,1765.9,1040.0
21,10.9,1765.03,1048.0
22,10.65,1763.62,1056.0
23,11.3,1762.37,1065.0
24,11.43,1761.48,1072.0
25,11.24,1761.06,1080.0
26,11.71,1760.0,1088.0
27,11.59,1758.81,1096.0
28,11.63,1758.33,1103.0
29,11.41,1757.02,1111.0
30,11.83,1756.94,1120.0
31,12.21,1755.21,1127.0
32,11.96,1754.77,1135.0
33,12.14,1753.53,1142.0
34,12.2,1753.14,1150.0
35,12.15,1752.69,1159.0
36,12.36,1751.24,1166.0
37,12.4,1750.25,1174.0
38,12.42,1749.73,1181.0
39,12.52,1749.03,1189.0
40,12.86,1747.75,1196.0
41,12.68,1746.95,1202.0
42,12.9,1746.39,1210.0
43,12.89,1745.96,1218.0
44,12.7,1744.99,1224.0
45,12.77,1744.43,1231.0
46,12.85,1743.68,1238.0
47,12.96,1742.8,1245.0
48,13.39,1741.39,1251.0
49,13.49,1740.05,1258.0
50,13.64,1739.01,1265.0
51,13.75,1738.0,1272.0
52,13.83,1736.67,1279.0
53,13.95,1736.47,1286.0
54,14.16,1735.76,1293.0
55,14.29,1734.97,1299.0
56,14.41,1734.08,1305.0
57,13.97,1733.67,1311.0
58,14.55,1732.88,1317.0
59,14.35,1732.5,1324.0
60,14.43,1732.4,1331.0
61,14.58,1731.44,1337.0
62,14.68,1730.4,1343.0
63,14.83,1730.46,1349.0
64,14.61,1729.82,1355.0
65,14.79,1729.59,1362.0
66,14.37,1728.4,1367.0
67,14.7,1728.27,1373.0
68,14.91,1727.51,1379.0
69,14.1,1727.07,1385.0
70,14.77,1726.8,1391.0
71,14.73,1726.78,1398.0
72,15.09,1725.77,1403.0
73,14.34,1726.17,1409.0
74,14.74,1725.73,1415.0
75,14.82,1724.91,1421.0
76,14.55,1724.6,1426.0
77,14.46,1724.55,1432.0
78,14.44,1724.39,1438.0
79,14.95,1723.97,1444.0
80,14.95,1723.06,1449.0
81,14.7,1722.95,1454.0
82,14.9,1722.56,1459.0
83,14.64,1722.1,1464.0
84,14.81,1722.37,1471.0
85,14.92,1722.08,1477.0
86,15.03,1721.82,1483.0
87,15.1,1721.37,1489.0
88,15.26,1720.98,1494.0
89,14.99,1720.87,1500.0
90,14.87,1720.75,1505.0
91,15.25,1720.15,1510.0
92,15.16,1719.95,1516.0
93,15.25,1719.92,1521.0
94,15.51,1719.41,1527.0
95,15.33,1718.94,1531.0
96,15.42,1719.11,1536.0
97,15.12,1719.02,1541.0
98,15.46,1719.08,1547.0
99,15.13,1718.92,1553.0
