epoch,training_acc,training_loss,L2
0,3.86,1796.38,857.0
1,5.76,1789.81,873.0
2,7.47,1785.73,888.0
3,7.46,1783.38,900.0
4,8.09,1781.29,910.0
5,8.34,1779.27,920.0
6,8.97,1777.21,930.0
7,9.68,1776.32,940.0
8,9.44,1774.49,950.0
9,10.17,1772.97,958.0
10,9.71,1772.11,967.0
11,10.75,1770.25,976.0
12,10.14,1768.96,984.0
13,10.62,1767.8,993.0
14,10.84,1767.17,1001.0
15,11.61,1765.88,1009.0
16,11.71,1764.76,1017.0
17,11.45,1763.65,1025.0
18,11.79,1762.31,1033.0
19,11.74,1760.82,1041.0
20,11.88,1760.0,1049.0
21,11.78,1758.9,1056.0
22,12.5,1757.62,1064.0
23,12.5,1756.33,1073.0
24,12.86,1755.36,1081.0
25,13.22,1753.87,1089.0
26,13.4,1752.33,1096.0
27,13.26,1751.68,1104.0
28,13.38,1750.82,1112.0
29,13.43,1749.64,1120.0
30,13.57,1748.53,1127.0
31,14.0,1747.69,1135.0
32,14.06,1746.47,1143.0
33,14.08,1746.42,1151.0
34,13.91,1744.87,1158.0
35,14.17,1744.09,1165.0
36,14.12,1742.89,1173.0
37,13.77,1741.92,1179.0
38,14.1,1741.02,1186.0
39,14.12,1740.09,1194.0
40,14.46,1740.34,1202.0
41,14.17,1738.8,1209.0
42,14.69,1738.38,1216.0
43,14.53,1737.27,1222.0
44,14.6,1736.36,1230.0
45,14.73,1736.03,1236.0
46,14.38,1735.31,1243.0
47,15.07,1734.52,1250.0
48,14.36,1733.56,1256.0
49,14.68,1733.45,1262.0
50,14.86,1732.56,1269.0
51,14.79,1732.21,1275.0
52,14.75,1732.12,1282.0
53,14.76,1731.34,1288.0
54,14.71,1731.28,1295.0
55,15.15,1730.37,1301.0
56,15.03,1729.66,1307.0
57,14.9,1729.24,1312.0
58,15.05,1728.83,1318.0
59,14.84,1728.59,1324.0
60,14.83,1728.63,1330.0
61,15.28,1728.33,1337.0
62,15.2,1727.39,1342.0
63,15.25,1726.79,1347.0
64,15.19,1726.87,1353.0
65,15.15,1726.85,1359.0
66,15.32,1725.89,1365.0
67,15.25,1725.79,1371.0
68,15.21,1725.67,1377.0
69,14.98,1724.9,1382.0
70,15.37,1724.63,1387.0
71,15.32,1723.91,1391.0
72,15.18,1724.83,1398.0
73,15.2,1724.08,1404.0
74,15.2,1723.59,1410.0
75,15.29,1722.84,1414.0
76,15.01,1722.59,1418.0
77,15.24,1723.04,1424.0
78,15.52,1722.57,1430.0
79,15.25,1721.92,1438.0
80,15.85,1721.17,1443.0
81,15.96,1720.76,1449.0
82,15.85,1720.04,1454.0
83,15.88,1719.8,1459.0
84,15.92,1719.03,1464.0
85,15.88,1719.49,1470.0
86,15.88,1719.09,1475.0
87,15.72,1718.75,1480.0
88,15.75,1718.42,1485.0
89,16.36,1718.1,1491.0
90,15.9,1717.57,1495.0
91,16.01,1717.81,1501.0
92,16.26,1717.3,1506.0
93,15.98,1717.24,1512.0
94,16.18,1716.83,1517.0
95,16.11,1716.76,1522.0
96,15.85,1716.3,1527.0
97,16.16,1716.04,1533.0
98,16.07,1715.66,1538.0
99,16.36,1715.7,1543.0
