epoch,training_acc,training_loss,L2
0,4.08,1796.51,855.0
1,4.54,1791.26,867.0
2,5.74,1788.67,878.0
3,5.78,1786.25,889.0
4,6.43,1785.19,899.0
5,7.26,1782.89,909.0
6,7.46,1781.2,919.0
7,8.18,1780.03,928.0
8,8.44,1778.81,937.0
9,8.8,1777.33,946.0
10,9.12,1776.13,955.0
11,9.5,1774.65,964.0
12,9.59,1773.3,972.0
13,9.58,1772.23,980.0
14,10.6,1770.32,988.0
15,10.86,1769.04,997.0
16,11.01,1767.28,1006.0
17,11.39,1766.48,1015.0
18,11.02,1765.25,1023.0
19,11.2,1764.01,1032.0
20,12.09,1762.73,1040.0
21,11.94,1761.5,1049.0
22,12.21,1760.13,1057.0
23,12.44,1758.68,1065.0
24,12.47,1757.7,1072.0
25,12.44,1756.88,1080.0
26,12.74,1755.58,1088.0
27,12.9,1754.28,1097.0
28,12.76,1753.57,1105.0
29,13.06,1752.72,1113.0
30,13.28,1751.47,1120.0
31,13.14,1750.26,1128.0
32,13.36,1749.51,1136.0
33,13.53,1748.87,1144.0
34,13.51,1747.86,1151.0
35,13.6,1746.47,1158.0
36,13.36,1746.57,1166.0
37,13.56,1745.57,1173.0
38,13.65,1744.44,1180.0
39,13.6,1743.83,1188.0
40,13.96,1742.92,1194.0
41,13.69,1742.47,1201.0
42,13.9,1742.07,1207.0
43,13.99,1741.8,1215.0
44,13.88,1740.95,1221.0
45,14.0,1740.49,1228.0
46,14.43,1739.48,1234.0
47,14.27,1738.67,1241.0
48,14.25,1738.35,1248.0
49,14.26,1737.21,1254.0
50,14.52,1736.76,1261.0
51,14.32,1735.69,1267.0
52,14.76,1734.84,1273.0
53,14.93,1734.15,1280.0
54,14.72,1732.83,1287.0
55,14.68,1732.35,1293.0
56,15.05,1732.18,1300.0
57,15.46,1731.19,1306.0
58,15.31,1731.28,1313.0
59,15.1,1729.84,1319.0
60,14.95,1729.48,1325.0
61,15.53,1729.0,1332.0
62,15.53,1728.03,1338.0
63,15.37,1727.44,1343.0
64,15.59,1727.42,1349.0
65,15.62,1726.76,1355.0
66,15.77,1726.44,1362.0
67,15.36,1725.86,1368.0
68,15.36,1725.37,1373.0
69,15.33,1725.12,1379.0
70,15.79,1724.54,1385.0
71,15.58,1723.92,1390.0
72,16.04,1723.67,1397.0
73,16.0,1722.6,1403.0
74,15.65,1722.21,1408.0
75,16.11,1721.97,1414.0
76,15.82,1721.35,1419.0
77,15.68,1721.45,1426.0
78,16.02,1720.94,1432.0
79,15.76,1720.27,1437.0
80,15.65,1719.98,1442.0
81,15.71,1719.86,1449.0
82,15.85,1719.34,1454.0
83,15.92,1718.95,1459.0
84,15.72,1718.67,1464.0
85,15.82,1718.59,1470.0
86,15.55,1718.53,1477.0
87,16.14,1717.75,1482.0
88,16.01,1717.23,1487.0
89,15.77,1717.03,1493.0
90,15.35,1717.22,1499.0
91,15.91,1716.68,1505.0
92,15.87,1716.03,1509.0
93,16.14,1715.77,1514.0
94,15.79,1715.7,1519.0
95,15.93,1715.75,1525.0
96,16.14,1715.18,1531.0
97,16.01,1714.95,1536.0
98,16.27,1714.34,1541.0
99,16.21,1713.9,1546.0
