epoch,training_acc,training_loss,L2
0,3.92,1796.62,855.0
1,5.25,1790.78,873.0
2,7.0,1786.65,888.0
3,7.31,1782.93,899.0
4,8.54,1780.03,908.0
5,8.98,1777.8,917.0
6,9.09,1776.46,925.0
7,9.03,1774.82,933.0
8,9.69,1773.46,942.0
9,10.1,1772.42,949.0
10,10.35,1771.47,957.0
11,10.38,1770.09,965.0
12,10.45,1768.99,973.0
13,10.63,1768.05,981.0
14,10.95,1767.26,989.0
15,11.91,1765.48,996.0
16,11.9,1763.87,1005.0
17,11.95,1762.38,1013.0
18,12.12,1761.2,1021.0
19,12.31,1760.09,1030.0
20,12.94,1758.96,1038.0
21,12.61,1757.46,1046.0
22,12.95,1756.2,1054.0
23,12.93,1755.19,1062.0
24,13.24,1754.07,1071.0
25,13.46,1753.26,1079.0
26,13.29,1751.47,1087.0
27,13.69,1751.0,1095.0
28,13.62,1749.65,1104.0
29,13.69,1748.75,1112.0
30,13.96,1747.62,1120.0
31,14.09,1746.59,1127.0
32,13.82,1745.88,1135.0
33,14.09,1745.17,1143.0
34,14.26,1744.19,1151.0
35,14.17,1742.87,1159.0
36,14.71,1741.79,1166.0
37,14.52,1740.99,1174.0
38,14.25,1739.51,1182.0
39,14.33,1738.93,1189.0
40,14.89,1737.41,1196.0
41,15.12,1736.94,1203.0
42,15.25,1735.99,1211.0
43,15.22,1735.12,1218.0
44,15.59,1733.9,1225.0
45,15.16,1732.99,1232.0
46,15.67,1733.22,1240.0
47,15.64,1731.87,1247.0
48,15.96,1730.46,1254.0
49,15.54,1730.29,1260.0
50,15.71,1728.97,1266.0
51,15.74,1729.08,1273.0
52,16.02,1727.74,1279.0
53,16.05,1727.01,1286.0
54,15.91,1726.85,1292.0
55,16.03,1726.34,1300.0
56,15.95,1725.42,1306.0
57,15.91,1725.44,1313.0
58,16.18,1724.58,1320.0
59,16.07,1723.93,1326.0
60,16.16,1722.95,1332.0
61,16.07,1723.2,1338.0
62,16.32,1722.49,1345.0
63,16.08,1721.67,1351.0
64,15.98,1721.24,1357.0
65,16.13,1720.89,1363.0
66,15.93,1720.51,1370.0
67,16.23,1719.83,1376.0
68,15.94,1719.62,1382.0
69,16.41,1718.9,1388.0
70,16.36,1718.62,1394.0
71,16.48,1717.99,1400.0
72,16.09,1717.68,1406.0
73,16.5,1717.24,1412.0
74,16.37,1716.99,1418.0
75,16.88,1715.81,1423.0
76,16.42,1715.73,1428.0
77,16.22,1715.75,1436.0
78,16.13,1715.26,1441.0
79,16.59,1714.79,1447.0
80,16.64,1714.61,1453.0
81,16.8,1714.3,1459.0
82,16.66,1713.59,1464.0
83,16.6,1713.69,1469.0
84,16.2,1714.0,1476.0
85,16.78,1713.13,1483.0
86,16.54,1712.43,1488.0
87,16.74,1712.07,1493.0
88,16.44,1711.72,1498.0
89,16.79,1711.43,1504.0
90,16.74,1711.44,1510.0
91,16.55,1710.79,1516.0
92,16.94,1710.61,1521.0
93,16.89,1710.11,1526.0
94,16.82,1709.85,1531.0
95,16.7,1709.71,1537.0
96,16.65,1709.7,1542.0
97,16.75,1709.53,1549.0
98,17.15,1709.34,1555.0
99,16.79,1708.76,1560.0
