epoch,training_acc,training_loss,L2
0,3.9,1796.51,855.0
1,5.72,1790.49,871.0
2,6.58,1785.55,883.0
3,7.59,1782.99,893.0
4,7.2,1781.45,902.0
5,8.09,1780.01,910.0
6,8.21,1779.02,918.0
7,8.42,1777.78,926.0
8,9.21,1777.78,933.0
9,9.28,1777.19,941.0
10,9.4,1775.79,949.0
11,9.67,1774.81,957.0
12,9.9,1773.88,965.0
13,9.9,1773.01,972.0
14,10.39,1772.64,980.0
15,9.93,1771.31,988.0
16,10.42,1771.15,995.0
17,10.28,1769.95,1003.0
18,10.98,1768.73,1010.0
19,11.04,1768.89,1019.0
20,11.68,1767.27,1027.0
21,11.74,1766.34,1034.0
22,11.37,1765.79,1042.0
23,12.02,1764.69,1050.0
24,11.54,1764.22,1058.0
25,12.17,1763.39,1065.0
26,11.94,1762.56,1073.0
27,12.38,1761.17,1080.0
28,12.05,1760.39,1089.0
29,12.08,1759.95,1097.0
30,12.62,1759.07,1105.0
31,12.2,1758.17,1112.0
32,12.93,1757.39,1120.0
33,12.73,1756.76,1128.0
34,12.63,1755.71,1135.0
35,12.74,1754.74,1143.0
36,13.28,1754.18,1150.0
37,13.12,1753.29,1158.0
38,13.48,1752.59,1166.0
39,13.51,1751.37,1174.0
40,13.46,1750.43,1181.0
41,13.72,1749.95,1189.0
42,13.29,1748.23,1197.0
43,13.41,1748.82,1205.0
44,14.04,1747.73,1212.0
45,14.04,1746.21,1219.0
46,14.3,1745.23,1226.0
47,14.57,1744.26,1233.0
48,14.3,1743.12,1241.0
49,14.37,1742.5,1248.0
50,14.25,1741.84,1255.0
51,14.66,1740.4,1262.0
52,14.72,1740.07,1269.0
53,14.04,1739.86,1276.0
54,14.78,1739.03,1283.0
55,14.82,1738.03,1290.0
56,15.0,1737.75,1297.0
57,14.69,1737.18,1304.0
58,14.81,1736.62,1310.0
59,14.88,1736.44,1317.0
60,14.1,1735.64,1323.0
61,15.01,1735.56,1330.0
62,14.86,1735.23,1337.0
63,14.69,1733.95,1343.0
64,15.38,1733.55,1350.0
65,14.8,1733.39,1357.0
66,15.04,1732.64,1363.0
67,15.11,1732.11,1369.0
68,15.19,1731.97,1375.0
69,14.83,1731.46,1381.0
70,15.17,1731.21,1388.0
71,15.19,1730.61,1394.0
72,15.4,1730.22,1400.0
73,15.4,1729.78,1406.0
74,15.47,1729.49,1412.0
75,15.36,1729.2,1417.0
76,15.2,1728.86,1424.0
77,15.41,1728.45,1429.0
78,15.47,1728.07,1436.0
79,15.46,1727.42,1442.0
80,15.79,1727.54,1448.0
81,15.35,1726.8,1454.0
82,15.61,1726.53,1460.0
83,15.42,1726.34,1467.0
84,15.64,1725.3,1472.0
85,15.62,1725.34,1478.0
86,15.57,1725.04,1484.0
87,15.78,1725.15,1491.0
88,15.62,1724.51,1496.0
89,15.98,1723.54,1501.0
90,15.54,1723.65,1506.0
91,15.58,1722.88,1512.0
92,15.88,1722.98,1518.0
93,15.66,1723.31,1524.0
94,16.12,1722.27,1530.0
95,16.12,1721.81,1536.0
96,16.06,1721.55,1542.0
97,15.69,1720.92,1547.0
98,15.99,1720.21,1552.0
99,16.17,1719.87,1557.0
