epoch,training_acc,training_loss,L2
0,4.06,1796.94,854.0
1,5.98,1790.85,871.0
2,7.04,1785.93,884.0
3,7.66,1782.77,897.0
4,8.51,1779.38,907.0
5,9.46,1777.81,916.0
6,9.13,1776.14,926.0
7,9.93,1775.31,934.0
8,9.75,1773.73,943.0
9,10.48,1772.48,951.0
10,10.21,1771.42,960.0
11,10.51,1770.33,969.0
12,10.74,1769.09,977.0
13,10.9,1768.12,986.0
14,11.31,1766.68,994.0
15,11.44,1765.77,1003.0
16,11.54,1764.44,1012.0
17,11.59,1763.43,1021.0
18,12.11,1762.13,1030.0
19,12.14,1761.17,1039.0
20,12.11,1759.66,1047.0
21,12.36,1758.93,1056.0
22,12.61,1757.26,1064.0
23,12.45,1756.24,1072.0
24,12.94,1754.91,1080.0
25,12.87,1753.9,1089.0
26,13.09,1752.65,1098.0
27,13.57,1751.4,1106.0
28,13.12,1749.93,1114.0
29,13.15,1748.78,1122.0
30,13.61,1747.58,1129.0
31,13.46,1746.55,1137.0
32,13.68,1746.07,1146.0
33,13.61,1744.67,1153.0
34,14.05,1743.65,1161.0
35,13.92,1742.42,1168.0
36,14.06,1742.54,1176.0
37,13.56,1741.05,1183.0
38,14.25,1740.17,1191.0
39,14.1,1739.39,1198.0
40,14.3,1738.83,1205.0
41,14.53,1737.22,1211.0
42,14.52,1736.58,1217.0
43,14.75,1736.07,1224.0
44,14.71,1735.73,1231.0
45,14.88,1734.98,1238.0
46,14.94,1734.11,1245.0
47,14.7,1733.71,1252.0
48,14.99,1732.99,1258.0
49,15.25,1732.38,1265.0
50,14.97,1731.69,1272.0
51,15.28,1731.0,1278.0
52,14.84,1730.83,1285.0
53,15.38,1729.96,1292.0
54,15.37,1729.68,1298.0
55,15.4,1728.98,1305.0
56,15.55,1728.36,1311.0
57,15.58,1728.28,1318.0
58,15.54,1727.68,1323.0
59,16.0,1726.85,1329.0
60,15.91,1726.39,1334.0
61,15.79,1726.2,1340.0
62,15.82,1725.44,1346.0
63,15.82,1725.41,1352.0
64,15.64,1725.28,1358.0
65,15.79,1725.35,1366.0
66,15.41,1724.62,1372.0
67,15.85,1724.17,1378.0
68,15.96,1724.16,1384.0
69,15.57,1723.39,1389.0
70,15.66,1723.16,1394.0
71,15.74,1722.6,1399.0
72,15.92,1722.49,1405.0
73,15.86,1722.34,1411.0
74,15.59,1721.84,1415.0
75,15.68,1721.51,1421.0
76,15.72,1721.73,1427.0
77,16.04,1721.4,1433.0
78,15.87,1720.81,1438.0
79,15.88,1720.73,1443.0
80,16.01,1720.68,1449.0
81,16.02,1720.5,1454.0
82,16.09,1720.05,1459.0
83,15.73,1719.87,1465.0
84,16.19,1719.96,1470.0
85,15.67,1719.53,1475.0
86,16.13,1719.68,1481.0
87,16.1,1719.36,1486.0
88,15.73,1718.76,1492.0
89,16.08,1718.62,1497.0
90,16.03,1719.03,1503.0
91,16.17,1718.37,1508.0
92,15.96,1718.01,1513.0
93,15.98,1717.7,1517.0
94,15.86,1717.57,1522.0
95,16.12,1717.36,1527.0
96,15.9,1717.46,1533.0
97,15.92,1716.82,1537.0
98,16.22,1716.89,1542.0
99,15.62,1716.64,1547.0
