epoch,training_acc,training_loss,L2
0,36.22,859.33,849.0
1,42.37,828.54,886.0
2,45.37,816.43,915.0
3,46.53,805.74,944.0
4,49.81,797.97,974.0
5,52.68,788.42,1004.0
6,54.33,781.68,1032.0
7,56.44,775.32,1061.0
8,57.31,768.69,1089.0
9,57.38,763.66,1118.0
10,59.32,756.92,1149.0
11,60.99,751.51,1179.0
12,62.41,746.32,1208.0
13,63.21,740.57,1238.0
14,63.39,735.07,1270.0
15,65.96,730.92,1299.0
16,66.43,725.84,1328.0
17,66.43,720.98,1358.0
18,66.64,716.48,1387.0
19,67.59,712.34,1415.0
20,67.77,708.53,1444.0
21,68.49,704.08,1471.0
22,68.72,700.39,1499.0
23,68.83,697.5,1524.0
24,68.74,694.76,1550.0
25,69.7,691.73,1574.0
26,68.78,689.41,1597.0
27,70.16,687.45,1619.0
28,69.52,685.39,1641.0
29,70.11,684.17,1663.0
30,70.26,682.15,1684.0
31,70.79,680.84,1704.0
32,70.54,680.34,1726.0
33,69.93,678.49,1747.0
34,69.68,677.79,1766.0
35,70.49,676.84,1786.0
36,70.62,676.12,1805.0
37,69.92,675.77,1826.0
38,70.25,675.23,1848.0
39,70.66,673.76,1865.0
40,70.02,673.37,1883.0
41,70.8,673.33,1904.0
42,70.75,672.69,1924.0
43,70.34,671.8,1941.0
44,70.27,671.28,1961.0
45,70.41,671.12,1980.0
46,71.67,670.75,2000.0
47,71.27,670.08,2017.0
48,71.14,669.41,2035.0
49,71.09,669.34,2054.0
50,70.68,668.77,2073.0
51,70.55,668.61,2091.0
52,71.43,667.99,2108.0
53,70.87,667.67,2126.0
54,71.19,668.41,2147.0
55,70.58,667.44,2166.0
56,72.11,666.56,2182.0
57,70.98,666.01,2197.0
58,71.42,665.67,2212.0
59,69.7,666.21,2231.0
60,71.85,666.3,2251.0
61,71.45,665.74,2270.0
62,71.18,665.26,2287.0
63,70.72,665.54,2307.0
64,71.2,664.91,2323.0
65,71.32,664.88,2342.0
66,71.69,664.46,2357.0
67,71.52,664.04,2372.0
68,71.66,664.28,2392.0
69,71.66,664.4,2411.0
70,71.61,663.67,2428.0
71,72.12,663.05,2443.0
72,71.63,662.99,2459.0
73,71.52,662.35,2473.0
74,71.68,662.93,2492.0
75,71.89,663.08,2512.0
76,72.33,662.94,2531.0
77,72.35,662.61,2548.0
78,72.21,662.22,2564.0
79,72.65,661.85,2579.0
80,71.83,661.89,2597.0
81,72.08,661.3,2612.0
82,72.31,661.74,2630.0
83,72.02,661.39,2646.0
84,71.46,661.67,2665.0
85,72.07,661.11,2681.0
86,72.22,661.2,2697.0
87,71.19,661.63,2717.0
88,72.61,660.87,2733.0
89,72.05,660.42,2748.0
90,71.29,660.39,2763.0
91,71.21,660.51,2779.0
92,72.23,660.52,2796.0
93,71.58,660.18,2811.0
94,71.8,659.65,2825.0
95,71.81,661.15,2847.0
96,72.37,659.98,2862.0
97,71.48,660.86,2885.0
98,72.48,660.36,2903.0
99,72.03,659.2,2917.0
