epoch,training_acc,training_loss,L2
0,36.47,861.5,857.0
1,43.07,828.43,897.0
2,45.39,814.76,928.0
3,47.53,804.46,960.0
4,50.19,795.41,991.0
5,52.79,787.05,1022.0
6,55.72,779.44,1053.0
7,57.52,771.46,1083.0
8,58.18,765.3,1113.0
9,60.43,758.92,1142.0
10,59.73,753.21,1172.0
11,60.77,748.09,1202.0
12,63.14,742.26,1233.0
13,64.39,736.85,1263.0
14,64.36,731.72,1293.0
15,64.97,727.19,1323.0
16,65.5,722.31,1352.0
17,66.52,718.6,1383.0
18,66.22,714.35,1412.0
19,66.86,710.81,1441.0
20,67.51,705.74,1467.0
21,67.97,702.74,1495.0
22,67.6,699.71,1522.0
23,68.59,696.29,1548.0
24,67.88,693.24,1572.0
25,67.85,691.49,1598.0
26,68.16,689.19,1622.0
27,68.83,687.43,1646.0
28,68.96,685.34,1668.0
29,69.11,683.94,1691.0
30,69.1,682.57,1713.0
31,69.51,681.54,1735.0
32,69.48,680.11,1755.0
33,68.79,679.45,1777.0
34,69.69,678.64,1798.0
35,69.59,677.53,1819.0
36,70.12,677.2,1841.0
37,69.73,675.69,1859.0
38,69.93,675.81,1880.0
39,69.92,674.97,1900.0
40,69.13,674.36,1919.0
41,68.72,673.6,1939.0
42,70.04,673.53,1959.0
43,70.04,672.32,1978.0
44,69.59,672.81,1999.0
45,69.71,673.03,2020.0
46,69.43,671.52,2039.0
47,69.0,670.49,2056.0
48,69.74,670.43,2074.0
49,70.12,671.09,2098.0
50,69.34,669.48,2113.0
51,69.54,669.39,2130.0
52,69.76,669.62,2150.0
53,69.08,669.01,2169.0
54,69.99,668.22,2186.0
55,70.47,668.1,2203.0
56,70.26,668.36,2222.0
57,69.55,668.03,2241.0
58,69.65,668.02,2260.0
59,70.42,668.02,2279.0
60,69.42,666.91,2297.0
61,70.21,666.78,2314.0
62,70.31,666.46,2330.0
63,70.53,666.47,2347.0
64,70.54,666.33,2365.0
65,70.07,665.63,2382.0
66,70.24,665.38,2398.0
67,70.78,665.49,2417.0
68,70.57,665.83,2436.0
69,69.86,665.69,2456.0
70,70.79,665.48,2473.0
71,70.49,664.49,2489.0
72,70.56,664.66,2505.0
73,70.15,664.57,2524.0
74,70.29,664.5,2542.0
75,69.81,664.31,2560.0
76,70.66,664.25,2579.0
77,70.5,663.61,2594.0
78,70.81,663.57,2611.0
79,70.54,663.34,2628.0
80,71.03,663.24,2644.0
81,70.91,663.0,2659.0
82,70.37,663.06,2675.0
83,70.67,662.79,2691.0
84,70.77,663.19,2711.0
85,70.36,662.81,2728.0
86,70.93,663.02,2747.0
87,70.96,662.42,2764.0
88,70.25,662.32,2779.0
89,70.83,662.35,2797.0
90,71.04,662.25,2814.0
91,71.29,662.55,2833.0
92,70.42,661.81,2850.0
93,70.61,661.85,2867.0
94,70.39,661.91,2885.0
95,70.12,661.74,2902.0
96,70.61,661.44,2917.0
97,70.4,661.66,2934.0
98,71.24,662.04,2953.0
99,69.35,661.46,2970.0
