epoch,training_acc,training_loss,L2
0,36.66,863.54,852.0
1,42.7,829.99,892.0
2,47.22,815.0,930.0
3,50.31,802.23,965.0
4,53.66,792.89,998.0
5,54.65,784.49,1030.0
6,55.39,775.64,1062.0
7,59.58,767.68,1093.0
8,60.64,761.0,1125.0
9,61.73,754.68,1155.0
10,62.63,748.42,1185.0
11,64.88,741.71,1215.0
12,65.85,737.39,1245.0
13,67.2,731.31,1273.0
14,66.69,727.53,1305.0
15,67.47,723.0,1335.0
16,68.1,719.23,1364.0
17,68.79,714.57,1393.0
18,69.62,709.85,1422.0
19,70.71,706.87,1451.0
20,70.12,702.35,1478.0
21,70.63,699.38,1505.0
22,71.44,696.2,1532.0
23,71.19,693.65,1558.0
24,71.85,690.57,1583.0
25,71.53,688.58,1608.0
26,72.38,686.74,1632.0
27,72.31,684.5,1656.0
28,72.52,682.45,1678.0
29,72.5,680.77,1700.0
30,72.0,679.36,1724.0
31,72.88,678.25,1745.0
32,73.3,676.7,1766.0
33,72.69,675.8,1787.0
34,72.87,674.5,1808.0
35,72.85,673.9,1829.0
36,72.45,672.77,1850.0
37,72.5,671.83,1869.0
38,73.47,671.14,1888.0
39,73.32,670.48,1908.0
40,73.22,670.15,1928.0
41,74.04,669.46,1948.0
42,73.27,668.74,1967.0
43,72.53,667.76,1983.0
44,73.9,667.9,2005.0
45,73.81,667.12,2022.0
46,73.58,667.46,2045.0
47,74.39,666.72,2064.0
48,73.92,666.04,2082.0
49,74.33,665.34,2099.0
50,74.29,664.47,2115.0
51,73.67,664.46,2131.0
52,74.19,665.19,2154.0
53,74.29,664.23,2173.0
54,73.73,663.65,2190.0
55,74.65,663.87,2209.0
56,74.45,663.86,2229.0
57,74.01,662.95,2246.0
58,74.52,662.65,2263.0
59,74.73,662.29,2280.0
60,74.28,662.48,2298.0
61,73.6,662.25,2317.0
62,74.16,661.72,2335.0
63,73.93,662.13,2354.0
64,74.57,661.57,2372.0
65,74.7,660.92,2387.0
66,74.57,660.49,2401.0
67,74.39,661.23,2422.0
68,74.73,660.29,2438.0
69,74.35,660.76,2456.0
70,74.67,661.11,2477.0
71,74.46,660.06,2492.0
72,75.21,660.31,2512.0
73,74.74,659.99,2528.0
74,75.29,660.11,2547.0
75,75.56,659.17,2561.0
76,74.77,659.64,2580.0
77,74.89,659.14,2595.0
78,74.95,659.35,2613.0
79,74.85,658.62,2626.0
80,74.53,659.23,2646.0
81,74.8,659.33,2666.0
82,74.86,658.89,2682.0
83,74.42,658.85,2699.0
84,74.73,658.04,2714.0
85,74.47,658.28,2729.0
86,75.16,658.33,2748.0
87,75.12,658.36,2766.0
88,75.41,658.24,2783.0
89,74.97,657.47,2798.0
90,74.5,657.98,2813.0
91,75.08,658.14,2832.0
92,75.23,657.57,2846.0
93,75.1,657.77,2863.0
94,74.76,657.91,2883.0
95,74.21,657.87,2901.0
96,74.85,656.99,2913.0
97,75.27,657.65,2932.0
98,74.89,657.65,2949.0
99,75.54,657.29,2966.0
