epoch,training_acc,training_loss
0,96.83,748.7
1,97.79,699.67
2,98.29,695.12
3,98.8,692.96
4,98.43,691.79
5,98.87,690.67
6,98.9,690.3
7,98.56,689.68
8,99.24,689.34
9,99.19,689.0
10,98.87,688.71
11,99.23,688.58
12,99.27,688.57
13,99.22,687.95
14,99.3,688.23
15,99.37,687.86
16,99.24,688.08
17,98.59,687.85
18,99.31,687.83
19,99.36,687.55
20,99.45,687.47
21,99.45,687.65
22,99.5,687.25
23,99.46,687.22
24,99.41,687.34
25,99.44,687.12
26,99.12,687.22
27,99.2,686.98
28,98.94,687.21
29,99.36,687.2
30,99.28,686.88
31,99.08,687.04
32,99.46,687.06
33,99.27,686.85
34,99.54,686.92
35,99.54,686.9
36,99.54,686.84
37,99.01,686.86
38,99.48,686.86
39,99.62,686.79
