epoch,training_acc,training_loss
0,88.07,779.59
1,98.04,700.09
2,98.39,694.18
3,96.89,692.04
4,98.74,691.1
5,98.86,690.41
6,99.36,689.8
7,99.17,689.27
8,99.24,688.92
9,99.08,688.7
10,99.23,688.53
11,98.68,688.41
12,99.0,688.2
13,99.09,688.25
14,99.42,688.02
15,99.2,687.95
16,99.03,687.66
17,99.23,687.42
18,98.02,687.62
19,99.33,687.51
20,99.26,687.28
21,99.51,687.39
22,99.36,687.25
23,99.34,687.28
24,99.41,687.5
25,99.28,687.89
26,99.3,687.24
27,99.42,687.11
28,99.38,687.26
29,99.21,687.01
30,99.44,687.23
31,99.28,687.12
32,99.26,687.01
33,99.48,686.97
34,99.42,687.1
35,99.32,687.0
36,99.04,686.93
37,99.45,687.18
38,99.31,686.8
39,99.23,687.04
