epoch,training_acc,training_loss
0,96.24,742.29
1,96.45,696.78
2,97.19,693.41
3,98.76,691.86
4,99.02,690.8
5,98.94,690.08
6,98.99,689.67
7,99.28,689.28
8,99.27,689.03
9,99.46,688.56
10,99.35,688.56
11,99.13,688.23
12,99.36,688.03
13,99.44,688.03
14,99.49,687.78
15,99.38,687.63
16,99.24,687.65
17,99.1,687.85
18,99.42,687.48
19,99.29,687.6
20,99.52,687.56
21,99.26,687.42
22,99.47,687.27
23,99.41,687.06
24,99.26,687.35
25,99.41,687.39
26,99.36,687.44
27,99.33,687.31
28,99.39,687.04
29,99.42,687.16
30,99.23,687.23
31,99.42,687.23
32,99.27,686.93
33,98.89,687.22
34,99.05,687.44
35,99.49,687.59
36,99.44,686.96
37,99.23,686.97
38,99.28,686.83
39,99.53,686.94
