epoch,training_acc,training_loss,L2
0,4.29,1795.94,864.0
1,5.1,1788.27,878.0
2,5.31,1784.92,892.0
3,5.63,1782.56,905.0
4,6.59,1780.63,917.0
5,7.5,1778.23,930.0
6,7.82,1776.66,943.0
7,8.32,1774.33,954.0
8,7.77,1773.03,964.0
9,8.99,1771.35,975.0
10,9.02,1770.26,984.0
11,9.17,1768.73,994.0
12,9.19,1768.04,1004.0
13,9.33,1766.88,1013.0
14,9.87,1765.68,1022.0
15,9.84,1764.88,1032.0
16,9.1,1763.75,1041.0
17,10.4,1762.93,1050.0
18,10.07,1761.31,1059.0
19,10.3,1759.9,1069.0
20,10.86,1759.36,1078.0
21,10.97,1757.91,1087.0
22,11.16,1757.3,1096.0
23,10.99,1755.71,1105.0
24,11.41,1754.94,1114.0
25,11.45,1754.04,1124.0
26,11.38,1752.66,1132.0
27,11.34,1752.32,1141.0
28,11.69,1751.13,1150.0
29,11.47,1749.63,1159.0
30,11.55,1749.05,1168.0
31,12.1,1748.93,1178.0
32,11.64,1747.51,1186.0
33,11.65,1746.54,1194.0
34,11.88,1745.69,1203.0
35,11.96,1744.51,1212.0
36,12.15,1743.16,1220.0
37,12.15,1742.1,1228.0
38,12.18,1741.89,1236.0
39,12.46,1740.64,1245.0
40,12.24,1739.02,1252.0
41,12.37,1738.55,1261.0
42,12.2,1737.7,1269.0
43,12.79,1737.22,1278.0
44,12.75,1735.38,1285.0
45,12.71,1735.12,1294.0
46,12.88,1734.45,1302.0
47,12.9,1734.22,1310.0
48,13.06,1733.07,1318.0
49,12.89,1732.54,1326.0
50,13.01,1731.44,1334.0
51,13.12,1730.58,1342.0
52,13.18,1730.08,1349.0
53,13.04,1728.48,1357.0
54,13.23,1727.94,1365.0
55,13.59,1727.0,1372.0
56,13.39,1726.24,1379.0
57,13.76,1725.59,1386.0
58,13.61,1724.59,1394.0
59,14.13,1723.11,1401.0
60,14.01,1723.06,1409.0
61,13.79,1721.53,1416.0
62,14.26,1721.36,1423.0
63,14.41,1720.36,1431.0
64,14.29,1718.69,1437.0
65,14.18,1718.39,1444.0
66,13.78,1717.72,1451.0
67,14.26,1717.43,1459.0
68,14.0,1716.2,1466.0
69,14.11,1715.83,1474.0
70,14.3,1714.94,1480.0
71,14.46,1714.45,1487.0
72,14.66,1713.79,1493.0
73,14.16,1713.47,1500.0
74,14.54,1712.48,1507.0
75,14.52,1712.27,1513.0
76,14.55,1711.94,1520.0
77,14.72,1711.98,1528.0
78,14.77,1711.63,1535.0
79,14.4,1710.44,1541.0
80,14.62,1710.51,1548.0
81,14.76,1709.96,1554.0
82,14.96,1709.04,1560.0
83,14.91,1709.2,1568.0
84,14.55,1708.47,1574.0
85,15.02,1707.98,1580.0
86,14.99,1707.52,1585.0
87,14.54,1707.85,1592.0
88,14.83,1707.26,1598.0
89,14.98,1706.58,1604.0
90,15.06,1706.46,1611.0
91,14.9,1705.73,1616.0
92,14.87,1705.8,1622.0
93,14.99,1705.49,1628.0
94,15.08,1705.42,1634.0
95,14.73,1705.63,1641.0
96,15.33,1704.94,1647.0
97,15.01,1704.23,1652.0
98,15.07,1703.79,1658.0
99,14.96,1703.95,1664.0
