epoch,training_acc,training_loss,L2
0,3.5,1796.23,854.0
1,5.19,1788.92,870.0
2,6.1,1784.29,886.0
3,7.68,1779.54,900.0
4,8.06,1775.35,911.0
5,8.64,1772.23,919.0
6,9.02,1770.33,929.0
7,9.01,1768.9,937.0
8,10.17,1766.54,946.0
9,10.29,1764.78,954.0
10,10.18,1762.78,964.0
11,10.82,1760.96,973.0
12,11.21,1760.26,982.0
13,10.99,1757.9,991.0
14,11.57,1756.43,1000.0
15,12.0,1754.2,1008.0
16,12.29,1752.77,1018.0
17,12.3,1751.02,1026.0
18,12.23,1750.38,1035.0
19,12.55,1748.85,1044.0
20,12.58,1746.73,1053.0
21,12.63,1745.74,1061.0
22,12.73,1744.56,1070.0
23,12.98,1743.32,1079.0
24,12.81,1741.52,1087.0
25,13.14,1739.84,1096.0
26,13.41,1738.61,1104.0
27,13.55,1737.5,1113.0
28,13.45,1736.35,1121.0
29,13.81,1734.59,1129.0
30,13.25,1733.67,1137.0
31,13.93,1732.69,1146.0
32,13.96,1731.03,1154.0
33,14.1,1729.75,1161.0
34,13.64,1728.83,1169.0
35,13.84,1727.71,1177.0
36,14.02,1727.17,1184.0
37,14.04,1725.88,1192.0
38,14.23,1725.34,1200.0
39,13.97,1724.15,1206.0
40,13.97,1723.59,1214.0
41,14.52,1722.65,1221.0
42,14.28,1722.33,1229.0
43,14.09,1720.76,1236.0
44,14.29,1721.06,1243.0
45,14.16,1720.01,1250.0
46,14.45,1719.69,1257.0
47,14.45,1718.83,1264.0
48,14.39,1717.25,1270.0
49,14.7,1716.87,1277.0
50,14.32,1716.18,1283.0
51,14.5,1715.39,1289.0
52,14.65,1715.53,1296.0
53,14.71,1714.46,1302.0
54,14.7,1714.37,1309.0
55,14.45,1714.21,1316.0
56,14.4,1713.62,1322.0
57,14.52,1712.44,1328.0
58,14.82,1712.35,1334.0
59,14.89,1712.29,1342.0
60,14.8,1710.94,1347.0
61,14.43,1710.75,1353.0
62,14.47,1710.07,1359.0
63,14.6,1710.06,1366.0
64,15.03,1709.91,1373.0
65,14.77,1708.78,1378.0
66,14.81,1708.58,1384.0
67,15.17,1708.08,1390.0
68,14.95,1707.2,1395.0
69,14.64,1707.12,1401.0
70,14.93,1707.5,1408.0
71,14.84,1706.53,1414.0
72,14.74,1706.07,1420.0
73,15.32,1706.38,1426.0
74,14.83,1705.24,1431.0
75,14.99,1705.26,1438.0
76,15.2,1704.7,1444.0
77,15.16,1704.5,1450.0
78,15.16,1703.49,1455.0
79,14.86,1703.31,1461.0
80,14.88,1703.33,1467.0
81,15.03,1702.59,1472.0
82,14.91,1702.6,1478.0
83,14.95,1702.47,1484.0
84,15.09,1701.33,1489.0
85,14.88,1701.17,1494.0
86,15.33,1700.65,1499.0
87,15.29,1700.22,1504.0
88,15.03,1700.28,1510.0
89,15.33,1699.63,1515.0
90,14.83,1700.26,1522.0
91,14.92,1699.98,1528.0
92,14.75,1699.34,1533.0
93,15.11,1698.8,1538.0
94,15.06,1698.6,1543.0
95,15.09,1698.52,1548.0
96,14.85,1698.54,1554.0
97,15.29,1698.21,1560.0
98,14.78,1697.78,1565.0
99,14.94,1697.4,1570.0
