epoch,training_acc,training_loss,L2
0,3.27,1795.51,857.0
1,5.36,1788.5,876.0
2,6.19,1782.41,888.0
3,6.85,1780.7,898.0
4,7.39,1778.47,907.0
5,6.79,1776.96,916.0
6,8.08,1775.34,924.0
7,8.28,1773.64,932.0
8,8.72,1772.14,941.0
9,9.22,1770.73,949.0
10,9.87,1769.84,957.0
11,9.72,1768.25,965.0
12,9.89,1766.8,972.0
13,9.88,1765.94,980.0
14,10.49,1764.56,987.0
15,10.75,1764.13,995.0
16,10.33,1762.28,1002.0
17,11.39,1761.57,1009.0
18,10.14,1760.28,1017.0
19,11.53,1759.0,1025.0
20,12.26,1757.69,1032.0
21,11.65,1756.89,1040.0
22,12.4,1755.99,1047.0
23,12.11,1754.23,1055.0
24,12.29,1754.01,1062.0
25,12.34,1752.61,1070.0
26,12.43,1751.66,1077.0
27,12.91,1750.61,1085.0
28,13.17,1749.32,1093.0
29,13.05,1748.4,1101.0
30,13.59,1747.38,1108.0
31,12.83,1746.81,1116.0
32,13.57,1745.97,1124.0
33,14.1,1744.85,1131.0
34,13.65,1743.86,1139.0
35,13.46,1742.96,1146.0
36,13.86,1741.79,1153.0
37,14.1,1741.15,1161.0
38,13.85,1740.5,1168.0
39,13.92,1739.45,1176.0
40,14.16,1738.84,1183.0
41,14.08,1737.47,1190.0
42,14.58,1737.01,1197.0
43,14.38,1735.73,1205.0
44,14.85,1734.73,1212.0
45,14.54,1733.77,1219.0
46,14.69,1733.69,1227.0
47,15.02,1732.93,1234.0
48,14.68,1731.46,1241.0
49,14.89,1730.25,1249.0
50,15.36,1729.41,1256.0
51,15.16,1728.56,1263.0
52,15.22,1728.26,1271.0
53,15.53,1727.78,1278.0
54,15.69,1726.07,1285.0
55,15.75,1725.12,1291.0
56,15.55,1724.63,1298.0
57,15.7,1723.99,1305.0
58,15.45,1723.54,1312.0
59,16.04,1722.82,1319.0
60,15.51,1721.97,1325.0
61,15.82,1721.47,1332.0
62,15.84,1720.45,1338.0
63,15.69,1720.24,1345.0
64,15.82,1719.38,1352.0
65,15.99,1718.8,1358.0
66,16.28,1717.48,1364.0
67,16.3,1716.66,1371.0
68,16.69,1715.21,1376.0
69,16.08,1714.61,1383.0
70,16.46,1714.45,1390.0
71,16.46,1713.64,1396.0
72,16.53,1713.1,1402.0
73,16.63,1712.6,1409.0
74,16.71,1711.51,1415.0
75,16.94,1711.06,1421.0
76,16.63,1710.28,1426.0
77,16.87,1709.42,1432.0
78,16.74,1709.79,1439.0
79,17.02,1708.82,1444.0
80,16.62,1708.78,1450.0
81,16.99,1707.86,1456.0
82,16.91,1707.52,1462.0
83,16.91,1707.08,1468.0
84,17.26,1706.64,1474.0
85,17.28,1705.71,1479.0
86,16.87,1705.4,1484.0
87,16.42,1705.16,1490.0
88,16.93,1705.16,1497.0
89,16.88,1704.78,1503.0
90,17.34,1704.07,1509.0
91,16.82,1703.82,1514.0
92,17.11,1703.28,1520.0
93,16.97,1702.74,1525.0
94,17.21,1702.44,1531.0
95,17.25,1702.27,1536.0
96,17.3,1701.78,1542.0
97,16.95,1701.36,1547.0
98,16.73,1701.75,1553.0
99,16.96,1701.02,1559.0
