epoch,training_acc,training_loss,L2
0,3.42,1796.12,855.0
1,4.75,1790.34,868.0
2,5.47,1786.94,880.0
3,5.64,1784.0,892.0
4,6.05,1781.14,904.0
5,7.15,1779.05,914.0
6,7.0,1777.37,923.0
7,8.13,1775.5,932.0
8,8.19,1773.96,941.0
9,8.69,1772.75,950.0
10,9.15,1771.15,958.0
11,9.13,1769.51,966.0
12,8.53,1768.72,974.0
13,9.17,1767.26,983.0
14,9.39,1765.84,990.0
15,9.98,1764.93,999.0
16,9.95,1764.22,1006.0
17,10.21,1763.24,1014.0
18,10.19,1761.66,1022.0
19,10.45,1760.74,1031.0
20,10.87,1759.16,1039.0
21,10.52,1758.11,1047.0
22,11.01,1756.32,1055.0
23,11.15,1755.06,1063.0
24,11.33,1753.21,1072.0
25,11.45,1752.83,1080.0
26,11.49,1751.48,1089.0
27,11.53,1749.72,1097.0
28,11.56,1748.52,1105.0
29,11.53,1747.15,1113.0
30,11.74,1745.91,1122.0
31,11.98,1744.59,1131.0
32,11.71,1743.66,1138.0
33,11.46,1742.71,1147.0
34,11.99,1741.3,1155.0
35,12.12,1740.06,1163.0
36,12.09,1739.22,1170.0
37,11.89,1738.63,1178.0
38,12.05,1737.81,1186.0
39,12.25,1735.86,1192.0
40,12.06,1735.44,1200.0
41,12.2,1734.95,1207.0
42,12.2,1734.19,1215.0
43,12.04,1732.89,1222.0
44,12.54,1732.62,1229.0
45,12.2,1732.23,1236.0
46,12.38,1732.01,1243.0
47,12.39,1730.7,1250.0
48,12.64,1730.17,1257.0
49,12.34,1729.33,1264.0
50,12.51,1728.75,1270.0
51,12.51,1728.17,1276.0
52,12.61,1728.21,1283.0
53,12.49,1727.05,1290.0
54,12.65,1726.79,1297.0
55,12.7,1726.03,1303.0
56,12.67,1725.98,1309.0
57,12.76,1725.56,1316.0
58,12.89,1724.99,1322.0
59,13.1,1724.64,1329.0
60,12.98,1723.76,1335.0
61,13.2,1723.37,1342.0
62,13.22,1722.58,1349.0
63,13.13,1721.67,1355.0
64,13.06,1720.69,1362.0
65,13.52,1719.87,1368.0
66,13.54,1718.34,1374.0
67,13.32,1717.72,1379.0
68,13.53,1717.29,1386.0
69,13.61,1716.6,1392.0
70,13.04,1716.44,1398.0
71,13.55,1716.08,1404.0
72,13.88,1715.38,1411.0
73,13.68,1714.12,1417.0
74,13.95,1713.82,1422.0
75,13.63,1713.37,1427.0
76,14.03,1712.98,1433.0
77,14.0,1711.81,1438.0
78,14.0,1711.38,1444.0
79,14.58,1710.59,1450.0
80,14.25,1709.82,1456.0
81,14.58,1709.61,1462.0
82,14.49,1708.59,1466.0
83,14.35,1708.35,1471.0
84,14.72,1708.2,1476.0
85,14.19,1707.83,1482.0
86,14.73,1707.99,1489.0
87,14.57,1707.74,1495.0
88,14.53,1706.67,1501.0
89,14.71,1706.45,1507.0
90,14.75,1705.79,1513.0
91,14.74,1705.35,1519.0
92,14.55,1704.78,1525.0
93,15.24,1704.37,1531.0
94,15.02,1703.87,1536.0
95,14.95,1703.3,1541.0
96,14.94,1703.14,1546.0
97,15.12,1702.74,1551.0
98,15.24,1702.93,1556.0
99,14.76,1702.64,1563.0
