epoch,training_acc,training_loss,L2
0,4.46,1794.55,855.0
1,5.55,1786.88,869.0
2,6.31,1783.67,880.0
3,6.75,1780.99,890.0
4,7.44,1778.56,901.0
5,8.1,1775.41,911.0
6,8.63,1773.54,920.0
7,8.69,1771.29,928.0
8,9.05,1769.21,936.0
9,9.21,1767.5,944.0
10,9.39,1767.18,952.0
11,10.05,1765.25,959.0
12,10.46,1763.65,966.0
13,10.21,1762.1,975.0
14,10.08,1761.37,982.0
15,10.23,1759.97,989.0
16,11.21,1759.78,997.0
17,11.23,1757.16,1005.0
18,11.51,1755.39,1012.0
19,12.07,1754.39,1020.0
20,11.89,1752.26,1028.0
21,11.56,1751.16,1036.0
22,12.1,1749.46,1044.0
23,12.56,1749.19,1052.0
24,11.79,1747.41,1060.0
25,12.74,1746.37,1067.0
26,12.76,1744.49,1075.0
27,13.18,1742.43,1082.0
28,12.8,1742.18,1090.0
29,13.43,1740.26,1098.0
30,12.98,1739.14,1105.0
31,13.67,1739.14,1112.0
32,13.72,1736.61,1119.0
33,13.87,1735.59,1127.0
34,14.09,1734.66,1134.0
35,14.12,1733.81,1142.0
36,13.83,1731.76,1148.0
37,14.13,1731.71,1155.0
38,14.29,1729.62,1162.0
39,14.06,1728.83,1170.0
40,14.33,1727.47,1177.0
41,14.36,1726.8,1184.0
42,14.85,1725.51,1190.0
43,14.39,1724.74,1196.0
44,14.33,1724.31,1203.0
45,14.73,1722.99,1210.0
46,14.37,1722.95,1217.0
47,14.4,1721.92,1224.0
48,14.63,1721.36,1231.0
49,14.43,1719.88,1237.0
50,14.88,1719.37,1243.0
51,14.84,1718.5,1250.0
52,15.02,1717.39,1256.0
53,14.8,1717.24,1263.0
54,14.69,1716.49,1270.0
55,15.1,1715.5,1276.0
56,15.64,1713.8,1282.0
57,15.35,1713.3,1289.0
58,15.14,1712.42,1295.0
59,15.77,1711.77,1301.0
60,15.58,1709.91,1307.0
61,16.12,1709.55,1313.0
62,16.19,1708.85,1319.0
63,16.09,1707.62,1325.0
64,16.01,1707.39,1331.0
65,15.92,1706.46,1337.0
66,16.5,1705.88,1343.0
67,16.55,1705.02,1349.0
68,16.33,1704.6,1355.0
69,16.42,1703.68,1361.0
70,16.76,1703.2,1367.0
71,16.6,1702.89,1373.0
72,16.2,1702.33,1379.0
73,16.71,1701.94,1385.0
74,16.53,1701.02,1390.0
75,16.54,1700.86,1395.0
76,16.61,1701.07,1402.0
77,16.57,1700.21,1408.0
78,17.08,1699.15,1413.0
79,16.54,1698.45,1418.0
80,16.52,1698.35,1423.0
81,16.95,1698.67,1430.0
82,16.6,1697.92,1435.0
83,16.51,1697.29,1441.0
84,16.71,1696.94,1446.0
85,17.23,1696.03,1452.0
86,17.12,1695.9,1457.0
87,16.69,1695.63,1462.0
88,16.93,1695.6,1467.0
89,17.07,1695.26,1474.0
90,17.02,1694.66,1479.0
91,16.97,1693.44,1484.0
92,16.92,1694.13,1490.0
93,17.05,1692.92,1494.0
94,17.25,1692.38,1499.0
95,17.14,1692.82,1505.0
96,17.08,1692.52,1511.0
97,16.69,1692.13,1516.0
98,17.09,1691.52,1521.0
99,17.82,1690.71,1525.0
